rank,tier,score,rule,disc_n,disc_mean24,disc_win24,cal_n,cal_mean24,cal_win24,hold_n,hold_mean24,all2026_n,all2026_mean24
48,STRICT,3.365646461178542,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}}",63,2.082897312457178,69.84126984126983,29,1.2380726923852825,65.51724137931035,49,0.8542698326341959,30,2.5511136426976977
49,STRICT,3.328699161677155,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}}",91,1.6297194549959506,67.03296703296702,28,1.2813006724867246,67.85714285714286,60,1.344680388909727,25,1.1523612256200286
50,STRICT,3.327804503850371,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h1_rvol20_d1"", ""side"": ""LE"", ""threshold"": -0.11015883550727072, ""q"": 0.35, ""family"": ""rvol"", ""timeframe"": ""h1""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",75,2.263840789513029,72.0,31,1.3330845407183025,61.29032258064516,62,0.07863481673582856,15,0.1911915528087887
51,ACCEPTABLE,3.3066326056564357,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": 0.031248074044156266, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",54,1.3306879748409555,61.111111111111114,37,1.7181494655082814,62.16216216216216,48,0.15486839623278495,28,2.0024651605972594
52,ACCEPTABLE,3.259038464483312,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_rvol20_d1"", ""side"": ""LE"", ""threshold"": -0.11015883550727072, ""q"": 0.35, ""family"": ""rvol"", ""timeframe"": ""h1""}}",75,2.113272793377132,68.0,31,1.2194152755447916,58.06451612903226,55,-0.05149589926776369,13,1.7034548199166142
53,ACCEPTABLE,3.2410153535319957,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.006731912334715189, ""q"": 0.35, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_adx_d3"", ""side"": ""GE"", ""threshold"": 0.768328085877299, ""q"": 0.65, ""family"": ""adx"", ""timeframe"": ""h1""}}",101,1.7099537529425812,66.33663366336634,41,1.243118281412094,58.536585365853654,84,-0.2102493761180503,36,1.939635073095018
54,ACCEPTABLE,3.2260892914765567,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": 0.050789701834993525, ""q"": 0.75, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",97,1.5968142921321027,68.04123711340206,42,1.312910980309687,59.523809523809526,73,1.1330424169872215,33,2.115653726502179
55,ACCEPTABLE,3.2260892914765567,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": 0.031248074044156266, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",98,1.5934808587983176,68.36734693877551,42,1.312910980309687,59.523809523809526,73,1.1330424169872215,33,2.115653726502179
56,STRICT,3.210451519141061,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}}",64,1.6271732881788465,65.625,19,1.286423313696026,63.1578947368421,44,-0.5676132482894635,18,1.4420609463475604
57,STRICT,3.207507782638055,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",73,2.351525264896289,73.97260273972603,25,1.0921512018075759,64.0,54,1.1711839491070246,22,1.781478873514515
58,ACCEPTABLE,3.1859649922534845,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.006731912334715189, ""q"": 0.35, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}}",94,1.8783442252671716,68.08510638297872,39,1.2359499738868802,58.97435897435898,75,-0.12144338417453071,26,2.0329908784226642
59,STRICT,3.1794519698147083,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}}",82,1.8416102638407774,71.95121951219512,25,1.1631585363280315,60.0,49,0.5945702753887194,23,1.1159446367741221
60,STRICT,3.175342426553041,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",89,1.1221777933942187,66.29213483146067,28,1.2507060040145588,67.85714285714286,56,1.0843317984914858,32,1.174382336513439
61,STRICT,3.173889611073033,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",93,1.4825898215541593,68.81720430107528,33,1.0762916641814269,63.63636363636363,68,0.7573494420569898,35,1.3896218798577407
62,ACCEPTABLE,3.140861365514317,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h1_rvol20_d1"", ""side"": ""LE"", ""threshold"": -0.11015883550727072, ""q"": 0.35, ""family"": ""rvol"", ""timeframe"": ""h1""}, ""b"": {""type"": ""single"", ""feature"": ""h1_adx_d3"", ""side"": ""GE"", ""threshold"": 0.768328085877299, ""q"": 0.65, ""family"": ""adx"", ""timeframe"": ""h1""}}",73,1.4809541683944438,60.273972602739725,29,1.213193123409767,55.172413793103445,64,-0.6264711772736032,24,1.7861601033521435
63,ACCEPTABLE,3.1384249614760997,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.006731912334715189, ""q"": 0.35, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}}",105,1.661806161601583,68.57142857142857,43,1.2221823117815245,58.139534883720934,78,0.10529339625526248,26,2.0639827464096197
64,ACCEPTABLE,3.13265822274692,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.0125428889400888, ""q"": 0.25, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_adx_d3"", ""side"": ""GE"", ""threshold"": 0.768328085877299, ""q"": 0.65, ""family"": ""adx"", ""timeframe"": ""h1""}}",111,1.6903654762733338,65.76576576576578,42,1.1766227687229074,57.14285714285714,90,0.029586617243245197,36,1.939635073095018
65,STRICT,3.083168555376353,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",65,1.938142178327994,73.84615384615385,26,1.011930598701555,65.38461538461539,46,1.346972142424681,17,-0.11085479808627002
66,ACCEPTABLE,3.0732947479263113,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.0125428889400888, ""q"": 0.25, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}}",103,1.8859876885563178,68.93203883495146,40,1.166308893251364,57.49999999999999,81,0.13846283126812953,26,2.0329908784226642
67,ACCEPTABLE,3.071983561720276,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.006731912334715189, ""q"": 0.35, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",114,1.8606622891769737,70.17543859649122,44,1.1526996321526235,56.81818181818182,90,0.6930791126836288,37,1.8541669570717723
68,ACCEPTABLE,3.0375599785465566,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.0125428889400888, ""q"": 0.25, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}}",110,1.6802297528440155,68.18181818181817,44,1.1591851398879955,56.81818181818182,79,0.03479190384639569,26,2.0639827464096197
69,ACCEPTABLE,2.994686499227266,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",54,1.2905857434970611,66.66666666666666,32,0.9671215023713069,62.5,45,-0.06868680458438818,18,0.8630917246460877
70,ACCEPTABLE,2.97609824015649,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_rvol20_d1"", ""side"": ""LE"", ""threshold"": -0.11015883550727072, ""q"": 0.35, ""family"": ""rvol"", ""timeframe"": ""h1""}}",72,2.0292713159282183,66.66666666666666,34,1.0519282025765315,55.88235294117647,62,0.2638620403386473,16,0.9080830142416446
71,ACCEPTABLE,2.974947564187194,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d3"", ""side"": ""GE"", ""threshold"": -0.0125428889400888, ""q"": 0.25, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",120,1.8230291005110508,69.16666666666667,45,1.092646456959593,55.55555555555556,91,0.6254153366756194,37,1.8541669570717723
72,ACCEPTABLE,2.9502603501404145,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h1_rvol20_d1"", ""side"": ""LE"", ""threshold"": -0.11015883550727072, ""q"": 0.35, ""family"": ""rvol"", ""timeframe"": ""h1""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",99,1.9320582409682188,71.71717171717171,41,0.996265717044903,58.536585365853654,81,0.29020925460982017,33,2.3613108102748788
73,ACCEPTABLE,2.948750214832814,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_di_spread_d3"", ""side"": ""GE"", ""threshold"": 3.336060964108104, ""q"": 0.65, ""family"": ""di_spread"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",73,2.2477153054414094,76.71232876712328,26,0.8790928693276683,61.53846153846154,51,0.7741802277195153,23,0.5685752337439449
74,ACCEPTABLE,2.9351083181399917,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",76,2.2937395657461495,77.63157894736842,30,0.8196311331532596,63.33333333333333,57,1.582169508284699,10,-0.9215726750287956
75,ACCEPTABLE,2.8727254374233047,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc1_tsi_d1"", ""side"": ""GE"", ""threshold"": -1.60800396382637, ""q"": 0.35, ""family"": ""tsi"", ""timeframe"": ""btc1""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",92,2.2755404841544795,70.65217391304348,37,1.023807833634851,56.75675675675676,76,0.22957910257483,24,1.0490684235671632
76,ACCEPTABLE,2.8108002416128883,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",96,1.5892797951095172,67.70833333333334,35,0.7652832180096868,62.857142857142854,64,1.3887482012793795,32,2.475763335380897
77,ACCEPTABLE,2.795314885612488,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_adx_d3"", ""side"": ""GE"", ""threshold"": 0.768328085877299, ""q"": 0.65, ""family"": ""adx"", ""timeframe"": ""h1""}}",75,1.928714721795584,66.66666666666666,23,0.7924908690228964,60.86956521739131,54,-0.8323703428084918,20,1.7876976877474735
78,ACCEPTABLE,2.7937287108344475,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""h1_adx_d3"", ""side"": ""GE"", ""threshold"": 0.768328085877299, ""q"": 0.65, ""family"": ""adx"", ""timeframe"": ""h1""}}",99,1.481563593890568,66.66666666666666,30,0.7628979904941803,63.33333333333333,77,0.4240365326449162,36,1.214619910018576
79,ACCEPTABLE,2.7782630536146953,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",74,2.459823741742476,75.67567567567568,26,0.7411207310355312,65.38461538461539,51,1.2449251428807702,13,0.6171247500960757
80,ACCEPTABLE,2.758015364770727,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc1_chop14_d1"", ""side"": ""GE"", ""threshold"": 1.8774567166058587, ""q"": 0.65, ""family"": ""chop"", ""timeframe"": ""btc1""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",78,2.073912319400641,74.35897435897436,32,0.7967965217609216,56.25,68,0.8067579595122316,19,0.6143666349403886
81,ACCEPTABLE,2.755397851246836,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_chop14_d1"", ""side"": ""GE"", ""threshold"": 1.8774567166058587, ""q"": 0.65, ""family"": ""chop"", ""timeframe"": ""btc1""}}",68,1.782074214729275,69.11764705882352,30,0.8005089015542217,56.666666666666664,59,1.1370240569846504,30,2.2810241045117294
82,ACCEPTABLE,2.695380256859654,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",110,1.2998347199504583,67.27272727272727,36,0.7009783160779247,61.111111111111114,76,0.9876446269669751,39,1.3369583456227794
83,ACCEPTABLE,2.679107878479192,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_chop14_d1"", ""side"": ""GE"", ""threshold"": 1.8774567166058587, ""q"": 0.65, ""family"": ""chop"", ""timeframe"": ""btc1""}}",98,1.2143895701823695,65.3061224489796,33,0.7771490083326531,57.57575757575758,73,0.4746931378124206,33,1.5119845795246967
84,ACCEPTABLE,2.645707862765064,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",100,1.6437710048193173,69.0,32,0.6254761992424382,62.5,68,0.9813801804312545,25,1.447920576395685
85,ACCEPTABLE,2.6455111905559567,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""h4_donch_pos_d3"", ""side"": ""GE"", ""threshold"": 0.19310372116326113, ""q"": 0.65, ""family"": ""donch"", ""timeframe"": ""h4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}}",86,1.9479559808302942,70.93023255813954,23,0.6576639181524118,60.86956521739131,51,0.5137896034726536,14,0.5120585950784668
86,ACCEPTABLE,2.6198003000544947,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_adx_d3"", ""side"": ""LE"", ""threshold"": -0.2416742656742701, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}}",98,1.633687709096763,70.40816326530613,37,0.6043631154607465,59.45945945945946,79,0.8211680381310579,38,1.7725829554487647
87,ACCEPTABLE,2.6031632104360387,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}}",92,1.592043551784519,69.56521739130434,37,0.6043631154607465,59.45945945945946,70,1.0439590642307697,38,2.103885488861767
88,ACCEPTABLE,2.5834129791686937,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_donch_pos_d1"", ""side"": ""GE"", ""threshold"": 0.024229146994768837, ""q"": 0.35, ""family"": ""donch"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",94,1.2573122950827968,67.02127659574468,37,0.6043631154607465,59.45945945945946,69,1.2282231597304782,33,2.115653726502179
89,ACCEPTABLE,2.5550079582923564,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_adx_acc"", ""side"": ""GE"", ""threshold"": -0.037539051508769655, ""q"": 0.35, ""family"": ""adx"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc4_er10_d1"", ""side"": ""GE"", ""threshold"": 0.0491567874113825, ""q"": 0.65, ""family"": ""er10"", ""timeframe"": ""btc4""}}",91,1.4642307319792593,69.23076923076923,33,0.6155722792404372,60.60606060606061,66,0.7446193108397248,24,1.1145588876203536
90,ACCEPTABLE,2.5238760330017187,"{""type"": ""or_pair"", ""a"": {""type"": ""single"", ""feature"": ""btc4_cmf_d1"", ""side"": ""GE"", ""threshold"": 0.03167702115818238, ""q"": 0.65, ""family"": ""cmf"", ""timeframe"": ""btc4""}, ""b"": {""type"": ""single"", ""feature"": ""btc1_vwap_dist_d1"", ""side"": ""LE"", ""threshold"": -1.027151599234977, ""q"": 0.25, ""family"": ""vwap"", ""timeframe"": ""btc1""}}",51,1.628167928490139,64.70588235294117,25,0.6630947946369927,60.0,37,1.4383453612138832,25,1.7911860327787905
