event_id,symbol,decision_time,hash_mod,baseline,dip_entered,dip_return,dip_entry_bar,fallback_return,fallback_mode,fallback_entry_bar,dip_delta_vs_same_event_base,fallback_delta,year,month
201,RSRUSDT,2026-06-06 11:00:00+00:00,71,5.800000000000005,False,,,3.6051750380517333,FALLBACK,8,,-2.194824961948272,2026,2026-06
202,SAGAUSDT,2026-06-06 11:00:00+00:00,41,2.3430067314884173,False,,,-0.12630803242446015,FALLBACK,8,,-2.4693147639128776,2026,2026-06
203,SUIUSDT,2026-06-06 11:00:00+00:00,33,7.27703788748566,False,,,3.2569277948145903,FALLBACK,8,,-4.02011009267107,2026,2026-06
204,SUPERUSDT,2026-06-06 11:00:00+00:00,76,2.676106194690276,False,,,1.006140350877183,FALLBACK,8,,-1.6699658438130933,2026,2026-06
205,TAOUSDT,2026-06-06 11:00:00+00:00,56,8.715537017726806,False,,,4.67062404870624,FALLBACK,8,,-4.044912969020566,2026,2026-06
206,TIAUSDT,2026-06-06 11:00:00+00:00,33,6.908843537414966,False,,,4.612834224598927,FALLBACK,8,,-2.2960093128160386,2026,2026-06
207,TRBUSDT,2026-06-06 11:00:00+00:00,2,3.4747458952306465,False,,,-0.04639016897081111,FALLBACK,8,,-3.5211360642014577,2026,2026-06
208,TRUMPUSDT,2026-06-06 11:00:00+00:00,72,4.543589743589727,False,,,1.6915510718789497,FALLBACK,8,,-2.852038671710777,2026,2026-06
209,VIRTUALUSDT,2026-06-06 11:00:00+00:00,65,4.21988950276242,False,,,2.4618049225159533,FALLBACK,8,,-1.758084580246467,2026,2026-06
210,WIFUSDT,2026-06-06 11:00:00+00:00,1,5.966219839142095,False,,,2.6814669286181925,FALLBACK,8,,-3.2847529105239026,2026,2026-06
211,XTZUSDT,2026-06-06 11:00:00+00:00,87,2.6918692372170927,False,,,-1.3138613861386148,FALLBACK,8,,-4.005730623355707,2026,2026-06
212,XVGUSDT,2026-06-06 11:00:00+00:00,79,4.00065252854811,False,,,3.508231458842692,FALLBACK,8,,-0.49242106970541766,2026,2026-06
213,YGGUSDT,2026-06-06 11:00:00+00:00,23,3.047794707297502,False,,,0.9829652996845353,FALLBACK,8,,-2.064829407612967,2026,2026-06
214,ZAMAUSDT,2026-06-06 11:00:00+00:00,38,7.429812787001078,False,,,4.036694677871155,FALLBACK,8,,-3.3931181091299223,2026,2026-06
215,ARKUSDT,2026-06-06 18:30:00+00:00,29,1.4101694915254372,False,,,0.13840947546530663,FALLBACK,8,,-1.2717600160601306,2026,2026-06
216,LINKUSDT,2026-06-06 18:30:00+00:00,44,5.329765155652644,False,,,4.385778626996051,FALLBACK,8,,-0.9439865286565929,2026,2026-06
217,NEOUSDT,2026-06-06 18:30:00+00:00,70,1.5477562588568583,False,,,-0.011676082862521586,FALLBACK,8,,-1.5594323417193798,2026,2026-06
218,PLUMEUSDT,2026-06-06 18:30:00+00:00,19,1.6132366273798884,False,,,-2.4065313327449323,FALLBACK,8,,-4.01976796012482,2026,2026-06
219,SCRUSDT,2026-06-06 18:30:00+00:00,30,2.2225697638761144,True,2.3046382189239267,7.0,2.3046382189239267,DIP,7,0.08206845504781235,0.08206845504781235,2026,2026-06
220,SIGNUSDT,2026-06-06 18:30:00+00:00,68,-0.0850574712643491,False,,,-1.470207852193983,FALLBACK,8,,-1.385150380929634,2026,2026-06
221,SUSDT,2026-06-06 18:30:00+00:00,12,0.6547008547008517,False,,,-1.1569377990430671,FALLBACK,8,,-1.8116386537439189,2026,2026-06
222,YBUSDT,2026-06-06 18:30:00+00:00,5,8.902402022756007,True,2.7187817258883307,4.0,2.7187817258883307,DIP,4,-6.183620296867677,-6.183620296867677,2026,2026-06
223,PORTALUSDT,2026-06-06 18:45:00+00:00,63,-15.88627450980392,True,-16.073015873015873,2.0,-16.073015873015873,DIP,2,-0.18674136321195256,-0.18674136321195256,2026,2026-06
224,1000SATSUSDT,2026-08-22 06:00:00+00:00,51,-8.256872037914697,False,,,-8.16252927400467,FALLBACK,8,,0.09434276391002605,2026,2026-08
