name,lookback_h,prototype_outcome_h,q,threshold,viable,viable_horizons,disc_n,disc_win24,disc_mean24,disc_mean72,disc_mean168,cal_n,cal_win24,cal_mean24,cal_mean72,cal_mean168
LB48_PROTO12_Q700,48,12,0.7,0.04048342104639035,True,72,172,49.41860465116279,0.17545799832821302,2.411548435843193,5.347388662338681,114,39.473684210526315,-0.35418029724118116,3.405776875788189,-3.9019762567377607
LB48_PROTO12_Q750,48,12,0.75,0.25691275714980255,True,72,143,48.25174825174825,0.03153028206497979,2.3278112245690816,5.252415964467989,101,37.62376237623762,-0.5759770719440118,3.801984367136723,-4.2960860934786504
LB48_PROTO12_Q800,48,12,0.8,0.4651267838475547,True,72,115,47.82608695652174,0.014507459731759882,2.0772416165995735,5.017434742701498,93,38.70967741935484,-0.5308668792431339,4.1328733470251455,-3.859897821786823
LB48_PROTO12_Q850,48,12,0.85,0.8013308252311419,True,72,86,47.674418604651166,-0.04778578473657826,1.4536755184218488,5.129529514771014,70,34.285714285714285,-0.8162970130717438,4.726818119193811,-4.537974630807245
LB48_PROTO12_Q875,48,12,0.875,0.9535334096402409,True,72,72,47.22222222222222,0.026711016117695306,1.4428454097579053,5.815354464417602,65,32.30769230769231,-1.0490003851400882,4.560578937743467,-4.599005630083312
LB48_PROTO12_Q900,48,12,0.9,1.3819240533276367,True,72,58,43.103448275862064,-0.3038799276917097,1.792783018193541,7.372958854743878,39,30.76923076923077,-1.1497362966926987,4.795645071301963,-6.285997103729272
LB48_PROTO12_Q925,48,12,0.925,1.820192053852838,False,,43,30.23255813953488,-1.249898422224999,1.0223177811682767,9.168183241594802,14,14.285714285714285,-2.0863089584957497,2.601568290702121,-16.00839245865421
LB48_PROTO24_Q700,48,24,0.7,-0.09463749878892458,True,72,172,48.837209302325576,0.14393801543795462,2.449466001090097,5.477902888478013,116,40.51724137931034,-0.31390709869320665,3.403584477678273,-3.6724971858324307
LB48_PROTO24_Q750,48,24,0.75,0.10804916073501447,True,72,143,48.95104895104895,0.08331763487255796,2.283687214693277,5.394291690983779,104,38.46153846153847,-0.4578547560830486,3.835413860946831,-4.307509284218803
LB48_PROTO24_Q800,48,24,0.8,0.3374916279000626,True,72,115,47.82608695652174,0.005216480714904759,2.002683402669937,4.9800194351787495,93,38.70967741935484,-0.49186923894723467,3.85873309374197,-4.206442117823355
LB48_PROTO24_Q850,48,24,0.85,0.6685332759071637,True,72,86,47.674418604651166,0.020758996441832562,1.559440430588606,5.604707642178551,72,34.72222222222222,-0.8587995575969588,4.479944836710223,-4.398706698923409
LB48_PROTO24_Q875,48,24,0.875,0.812701929477866,True,72,72,45.83333333333333,-0.12262064637186186,1.3512846626520456,5.8242183901048366,66,33.33333333333333,-0.9273238097466507,4.5485703854141315,-4.512465951501647
LB48_PROTO24_Q900,48,24,0.9,1.2413649493286627,True,72,58,43.103448275862064,-0.3038799276917097,1.792783018193541,7.372958854743878,39,25.64102564102564,-1.3685234912571251,4.606351128558091,-7.520096423494735
LB48_PROTO24_Q925,48,24,0.925,1.6769360322670739,True,72,43,27.906976744186046,-1.4179015367435244,0.9990314940029226,8.944763484366025,17,11.76470588235294,-2.2176590646464227,3.1270104566220867,-17.20490548083603
LB48_PROTO48_Q700,48,48,0.7,-0.7059451639466724,True,72,172,50.0,0.2459866623971442,2.5764187271950565,5.491211721375669,118,38.13559322033898,-0.49922338410755623,3.083925760645099,-3.8997241121636073
LB48_PROTO48_Q750,48,48,0.75,-0.4980561442195359,True,72,143,49.65034965034965,0.09357857575468553,2.179489093310505,4.504138536175686,104,37.5,-0.4780793585301015,3.7151279247591407,-4.383279242253621
