policy,stable_dev,score,disc_mean,disc_win,disc_pf,cal_mean,cal_win,cal_pf
bar_sl4p0_tp4p0_72h,False,-0.7132497074120767,-0.03401204411919354,51.60744500846024,0.9821831245371755,-0.6691622106199281,44.18238993710692,0.7060833547190088
be_act1p0_stop0p0_tp3p0,False,-0.7137802808630326,-0.29607446883828004,22.84263959390863,0.6815454712744952,-0.6327432889992097,19.549266247379453,0.459753387574514
be_act1p0_stop0p25_tp2p0,False,-0.7180265720996161,-0.331604417535051,89.00169204737732,0.5841454447791131,-0.6272692918824826,86.79245283018868,0.39495146521911034
be_act1p0_stop0p25_tp3p0,False,-0.7181322657021186,-0.314031678339869,89.00169204737732,0.6061828582018478,-0.6273616260018237,86.79245283018868,0.3948624019980335
be_act1p0_stop0p5_tp5p0,False,-0.7260312512933693,-0.3129603199982955,89.00169204737732,0.6075264146295004,-0.6342621938790336,86.79245283018868,0.3882062839044282
trail_atr2p5_act0p5,False,-0.7293314304433993,-0.3819487662750038,39.59390862944163,0.5955800053924477,-0.6495783541539286,34.48637316561845,0.468312824736862
progress_12h_mfe0p25_exit24h,False,-0.7296727812303909,-0.07693185242373982,45.09306260575296,0.9562944468215385,-0.6836785358079548,39.675052410901465,0.6933716971837594
be_act1p0_stop0p0_tp4p0,False,-0.7312537386759113,-0.31131239123238624,16.962774957698816,0.6693381474642646,-0.6488669758267737,14.465408805031446,0.45075491433908293
be_act1p0_stop0p5_tp6p0,False,-0.7319391001208051,-0.30239361530142833,89.00169204737732,0.6207777829753449,-0.6394233011340172,86.79245283018868,0.3832280067547478
be_act1p0_stop0p25_tp4p0,False,-0.7366810359819034,-0.3224379394774216,89.00169204737732,0.595640833423007,-0.6435658647456194,86.79245283018868,0.3792321917581066
progress_3h_mfe1p0_exit72h,False,-0.7399835727080473,0.5666646548551548,33.756345177664976,1.315579633512894,-0.6941229178368575,27.20125786163522,0.694262300858735
be_act0p75_stop0p25_tp3p0,False,-0.7418735055732005,-0.32809841746042595,91.53976311336717,0.47779167697391817,-0.6355777239028789,89.46540880503144,0.29136145553118903
progress_3h_mfe0p25_exit24h,False,-0.7421423835862508,-0.05416320720389267,41.11675126903553,0.9670152086941753,-0.6923702032222364,34.90566037735849,0.6681854642399038
bar_sl4p0_tp3p0_72h,False,-0.7450273795333391,-0.11333685487944146,57.52961082910322,0.932764828128871,-0.6944485918486756,49.895178197064986,0.6628080821022431
trail_atr1p5_act0p5,False,-0.7458257662571195,-0.41409233395998574,41.75126903553299,0.41892203304191805,-0.6470201174359681,39.57023060796646,0.341295674525657
bar_sl3p0_tp5p0_72h,False,-0.7502673254790789,0.010114214303704176,41.159052453468696,1.0055351895357523,-0.701146648119345,32.18029350104822,0.6725288176017742
be_act0p75_stop0p25_tp2p0,False,-0.751202883091163,-0.34193241957826953,91.53976311336717,0.4557731890378411,-0.6435703863766734,89.46540880503144,0.2824500219034023
trail_atr2p0_act0p5,False,-0.7521761582012858,-0.4054527499100898,41.370558375634516,0.5078049591049583,-0.6618402432922477,35.9538784067086,0.39776056727307896
be_act0p75_stop0p25_tp4p0,False,-0.7535672978065889,-0.33061071811253956,91.53976311336717,0.47379304656103044,-0.645596027287022,89.46540880503144,0.28019152986955437
be_act0p75_stop0p0_tp2p0,False,-0.7544070880687677,-0.32939855203914853,24.153976311336717,0.5683199897843212,-0.6588239408437518,20.964360587002094,0.3627790184998949
be_act0p75_stop0p0_tp3p0,False,-0.7620842419844632,-0.3097481370617448,16.83587140439932,0.6017115785604552,-0.6666855760638777,13.784067085953877,0.3640088938627633
be_act0p75_stop0p25_tp5p0,False,-0.7622141908520189,-0.3107853991621872,91.53976311336717,0.505347440034353,-0.6530039917976292,89.46540880503144,0.27193200630406905
be_act1p0_stop0p25_tp5p0,False,-0.7645005604575983,-0.31388458961027055,89.00169204737732,0.606367317500309,-0.667869050862185,86.79245283018868,0.35578993603057746
be_act0p75_stop0p25_tp6p0,False,-0.7653261526756112,-0.3112251558845432,91.53976311336717,0.5046475140112454,-0.6556700711195795,89.46540880503144,0.26895945629312196
be_act0p75_stop0p0_tp4p0,False,-0.7653360123958555,-0.31814032232066575,12.563451776649744,0.5953663706670479,-0.670071964848351,10.377358490566039,0.364906349683303
progress_6h_mfe0p25_exit48h,False,-0.7657696486338528,0.4154430767437352,44.923857868020306,1.184479086714884,-0.7280363374541323,39.15094339622642,0.7484445921351972
be_act1p0_stop0p25_tp6p0,False,-0.7709838623360415,-0.3146756173486101,89.00169204737732,0.6053753147678371,-0.673532874927163,86.79245283018868,0.3503267506074758
