name,q,threshold,disc_n,cal_n,disc_win,cal_win,disc_mean,cal_mean,disc_pf,cal_pf
NON_R2_TRAJECTORY_Q500,0.5,-0.11691462492509552,64,55,75.0,38.18181818181819,2.4961907323839094,-1.2477771619973417,3.9015464029863685,0.5378167634118586
NON_R2_TRAJECTORY_Q600,0.6,-0.05799731598053003,51,48,78.43137254901961,41.66666666666667,2.395730015165105,-1.0506238074488485,3.822081565841465,0.5977556408744962
NON_R2_TRAJECTORY_Q700,0.7,-0.011393241525009104,39,40,79.48717948717949,45.0,2.3787871492383026,-0.5105495679587827,3.6084043170402267,0.7726738819889655
NON_R2_TRAJECTORY_Q750,0.75,0.02039348876815336,32,34,78.125,41.17647058823529,2.370724847024526,-0.7546332894095061,3.5675078292205344,0.6974635101943978
NON_R2_TRAJECTORY_Q800,0.8,0.07697676454242158,26,22,84.61538461538461,45.45454545454545,3.095019170676935,-1.6418422338831336,5.810900390828017,0.3493212238462107
NON_R2_TRAJECTORY_Q850,0.85,0.14437719845993421,20,17,80.0,52.94117647058824,2.7033773693779777,-1.0270516330285657,4.232409266852297,0.4591398590235181
