winner_proto,loser_proto,scale
0.0,0.0,1.0
0.530645132963111,0.12967367280663744,0.7766267584631619
1.0210944497892402,-0.5638705029086495,1.0674105939275556
1.421024701170312,0.18223239667219704,1.4387161317724646
0.6756398056207207,0.30231074632636457,1.5969782917384001
-0.008380122369405996,-1.747974588004022,1.6537190694918042
0.6945225973204314,-2.5867493098740697,2.4614642711072925
-2.6890002464816867,0.364133310857339,2.9427444814821087
-1.3377869233862878,3.3408101100443304,4.71937034570212
-6.866083439915178,0.4315932465568828,6.530037532862907
-3.155409144481353,0.04558924172872936,6.548881976836484
5.30227060042089,-1.747974588004022,6.9079048373607765
9.6877423726805,-7.675924515118368,9.794386280602225
