rule,parts,train_n,cal_n,train_net,cal_net,train_win,cal_win,train_h1,cal_h1,train_exc,cal_exc,conservative_net,score
H1_RISE_NEG & LEAD_MACD & BTC4_FAMILIES_4P,3,896,521,-0.19483681170707326,-0.12846273286689006,41.964285714285715,45.297504798464495,67.85714285714286,67.94625719769674,0.2648379937185674,0.09573535256455805,-0.19483681170707326,-0.19387945818142768
H4_RISING & H4_PRICE1_POS & LEAD_MACD,3,1021,570,-0.19562136701272106,-0.06456504550675109,41.82174338883448,45.96491228070175,67.09108716944172,64.3859649122807,0.16828013974393402,0.242171687699573,-0.19562136701272106,-0.19393856561528172
H1_PRICE1_NEG & H1_BODY_NEG & LEAD_KDJ,3,1741,976,-0.10726097864151898,-0.19472499976230584,42.79149913842619,44.15983606557377,69.61516369902355,68.0327868852459,0.4035488069936006,0.064169647983053,-0.19472499976230584,-0.1940833032824753
M15_ENGULF & H1_PRICE1_NEG & H4_PRICE1_POS,3,437,261,-0.1970791038752442,0.13951149830639006,41.18993135011442,48.275862068965516,67.96338672768879,69.73180076628353,0.29346268168116046,0.5339125126005617,-0.1970791038752442,-0.19414447705843257
H1_PRICE1_NEG & LEAD_MACD & LEAD_GAP6,3,1159,638,-0.19614976120109884,-0.06748180152158172,40.98360655737705,46.70846394984326,65.66005176876618,65.67398119122258,0.20719478505459168,0.1784071534272139,-0.19614976120109884,-0.19436568966682669
LEAD_FAMILIES_4P & H4_FAMILIES_4P & LEAD_GAP4,3,1640,953,-0.0981828139422428,-0.19585693019394707,42.62195121951219,44.49108079748164,70.0609756097561,68.73032528856243,0.47796322057369184,0.11872978905012055,-0.19585693019394707,-0.19466963230344586
LEAD_KDJ & BTC4_FAMILIES_3P & LEAD_GAP6,3,1591,929,-0.10039935059496082,-0.19514639323825358,42.80326838466373,44.02583423035522,68.57322438717787,66.95371367061357,0.42848270173167596,0.030967249948721635,-0.19514639323825358,-0.19483672073876637
H4_PRICE1_POS & LEAD_MACD & LEAD_GAP6,3,1126,616,-0.19754940963553186,-0.0785523686879515,41.1190053285968,45.616883116883116,65.54174067495559,65.25974025974025,0.2776403737788616,0.23897889751126516,-0.19754940963553186,-0.1951596206604192
H4_PRICE1_POS & LEAD_KDJ,2,1886,1061,-0.11773618549879514,-0.19656903631757913,42.78897136797455,44.39208294062206,68.61081654294804,66.63524976437323,0.4765153106984914,0.0981198659311662,-0.19656903631757913,-0.19558783765826748
M15_RISING & H4_PRICE1_POS & LEAD_KDJ,3,1886,1061,-0.11773618549879514,-0.19656903631757913,42.78897136797455,44.39208294062206,68.61081654294804,66.63524976437323,0.4765153106984914,0.0981198659311662,-0.19656903631757913,-0.19558783765826748
H1_PRICE1_NEG & LEAD_WPR & LEAD_GAP6,3,1478,877,-0.1964597085381119,-0.19423176465423952,41.47496617050068,44.127708095781074,68.47090663058187,67.95895096921323,0.31159099598430856,0.07860976072124835,-0.1964597085381119,-0.1956736109308994
M15_ENGULF & M15_RECLAIM_HIGH & H4_NET_POS,3,360,233,0.10986440656099039,-0.19899445491385076,44.44444444444444,45.92274678111588,65.27777777777779,64.37768240343348,0.5274654745904599,0.32804286693237045,-0.19899445491385076,-0.19571402624452705
M15_ENGULF & H1_NET_NEG & H1_RISE_NEG,3,317,198,-0.1993676654518067,0.21996142726554288,42.586750788643535,50.0,65.93059936908517,68.68686868686868,0.3468540333984791,0.5319232937747518,-0.1993676654518067,-0.1958991251178219
LEAD_KDJ & LEAD_OBV & BTC4_FAMILIES_4P,3,1596,948,-0.12627659707253078,-0.19655490102857895,42.857142857142854,44.40928270042194,70.42606516290726,68.35443037974683,0.42848327565859573,0.05044864158669497,-0.19655490102857895,-0.196050414612712
BTC4_NET_POS & LEAD_MACD & LEAD_KDJ,3,1145,658,-0.19813088142539675,-0.013631314094719588,42.096069868995635,47.41641337386018,66.2882096069869,64.58966565349544,0.27353178921990823,0.2073943872084924,-0.19813088142539675,-0.19605693755331183
H1_PRICE1_NEG & LEAD_FAMILIES_4P & LEAD_GAP6,3,1556,895,-0.15833377165849166,-0.19684776191452616,41.38817480719794,44.46927374301676,68.44473007712082,67.82122905027933,0.34351436403462954,0.07642176105582293,-0.19684776191452616,-0.19608354430396793
LEAD_RSI & LEAD_KDJ & LEAD_GAP4,3,1723,953,-0.10734889081209868,-0.19667999720459103,42.65815438189205,44.49108079748164,69.64596633778294,68.41552990556139,0.4024917382932623,0.052985985888320195,-0.19667999720459103,-0.19615013734570783
M15_ENGULF & H4_PRICE1_POS & LEAD_OBV,3,463,279,-0.1990567839180484,0.0858804627281368,41.68466522678186,48.028673835125446,66.73866090712744,69.53405017921148,0.27456223434687443,0.4363486090534272,-0.1990567839180484,-0.19631116157457965
M15_ENGULF & BTC4_NET_POS & LEAD_FAMILIES_4P,3,417,277,-0.20012375784567588,0.0865843213403301,43.4052757793765,48.375451263537904,67.62589928057554,70.03610108303249,0.37158577949728194,0.4256265211320425,-0.20012375784567588,-0.19640790005070305
M15_ENGULF & BTC4_RISING & LEAD_FAMILIES_3P,3,424,276,-0.19827693461068613,-0.06794670498929345,42.924528301886795,46.3768115942029,68.86792452830188,68.84057971014492,0.2545149235721131,0.18207900842337213,-0.19827693461068613,-0.1964561445264524
BTC4_NET_POS & LEAD_RSI & LEAD_MACD,3,1088,630,-0.19730768899513,-0.11816955037510919,41.45220588235294,46.34920634920635,67.73897058823529,66.66666666666666,0.28564946201017377,0.08097494531424734,-0.19730768899513,-0.19649793954198752
H1_BODY_NEG & BTC4_NET_POS & LEAD_KDJ,3,1621,965,-0.09816543784347029,-0.1970266749335017,43.42998149290561,44.248704663212436,70.82048118445404,67.7720207253886,0.4739897573042768,0.04799534470819171,-0.1970266749335017,-0.1965467214864198
H1_RISE_NEG & H1_BODY_NEG & LEAD_MACD,3,918,517,-0.19770761503549347,-0.14859052162543157,41.72113289760348,45.06769825918762,67.42919389978213,68.27852998065764,0.26107990373731066,0.09586139982829989,-0.19770761503549347,-0.19674900103721046
H1_BODY_NEG & LEAD_KDJ & LEAD_FAMILIES_4P,3,1653,925,-0.10144333850437603,-0.1975599390346839,42.891712038717486,44.108108108108105,69.69147005444646,67.89189189189189,0.4159817967754482,0.06346202514815316,-0.1975599390346839,-0.19692531878320238
LEAD_FAMILIES_4P & BTC4_FAMILIES_4P & LEAD_GAP6,3,1449,895,-0.18966984977265772,-0.1975162848759254,41.476880607315394,44.35754189944134,69.35817805383023,67.82122905027933,0.3626447745177308,0.05420658263959949,-0.1975162848759254,-0.19697421904952941
LEAD_KDJ & LEAD_WPR & LEAD_GAP6,3,1445,841,-0.19815924536214707,-0.15955568124057937,41.522491349480966,44.23305588585018,68.02768166089965,67.53864447086801,0.30839698437454643,0.09860974724377992,-0.19815924536214707,-0.19717314788970927
H1_NET_NEG & LEAD_KDJ & H4_FAMILIES_4P,3,1556,898,-0.09192587524605819,-0.19909541578691778,42.159383033419026,43.98663697104677,68.83033419023135,66.59242761692651,0.49359243224235877,0.08303391126103646,-0.19909541578691778,-0.19826507667430743
STOCH_M0PP & LEAD_KDJ & LEAD_WPR,3,901,533,-0.20003720215890605,-0.08400487158532177,43.28523862375139,46.71669793621013,69.47835738068812,67.54221388367729,0.3885989850236184,0.16343899905443504,-0.20003720215890605,-0.1984028121683617
M15_ENGULF & BTC4_NET_POS & H4_FAMILIES_4P,3,576,377,-0.08897973039436838,-0.1997454313743957,42.88194444444444,44.297082228116714,63.541666666666664,62.864721485411145,0.4767993598755149,0.12830425117150196,-0.1997454313743957,-0.1984623888626807
H1_BODY_NEG & H4_RISING & LEAD_KDJ,3,1464,856,-0.0786953359366069,-0.199460659300196,43.5792349726776,43.80841121495327,71.99453551912568,68.10747663551402,0.38144522045965407,0.06866027621445914,-0.199460659300196,-0.1987740565380514
H1_RISE_NEG & LEAD_MACD,2,960,535,-0.20011750268244055,-0.13345560139346788,41.66666666666667,45.23364485981308,67.39583333333333,68.22429906542055,0.2524450823053883,0.11804261104406988,-0.20011750268244055,-0.19893707657199985
M15_RISING & H1_RISE_NEG & LEAD_MACD,3,960,535,-0.20011750268244055,-0.13345560139346788,41.66666666666667,45.23364485981308,67.39583333333333,68.22429906542055,0.2524450823053883,0.11804261104406988,-0.20011750268244055,-0.19893707657199985
H4_PRICE1_POS & LEAD_KDJ & H4_FAMILIES_4P,3,1853,1049,-0.09826157244626067,-0.1999417753052374,42.957366432811654,44.232602478551,68.86130599028603,66.44423260247855,0.49992775427017244,0.0893524368248078,-0.1999417753052374,-0.19904825093698933
LEAD_KDJ & LEAD_OBV,2,1746,970,-0.10556426946229933,-0.19962459109830305,42.66895761741122,44.53608247422681,69.58762886597938,68.35051546391753,0.40451927800175136,0.05386171478465263,-0.19962459109830305,-0.19908597395045652
M15_RISING & LEAD_KDJ & LEAD_OBV,3,1746,970,-0.10556426946229933,-0.19962459109830305,42.66895761741122,44.53608247422681,69.58762886597938,68.35051546391753,0.40451927800175136,0.05386171478465263,-0.19962459109830305,-0.19908597395045652
LEAD_KDJ & LEAD_OBV & LEAD_FAMILIES_2P,3,1746,970,-0.10556426946229933,-0.19962459109830305,42.66895761741122,44.53608247422681,69.58762886597938,68.35051546391753,0.40451927800175136,0.05386171478465263,-0.19962459109830305,-0.19908597395045652
LEAD_KDJ & LEAD_OBV & LEAD_FAMILIES_3P,3,1746,970,-0.10556426946229933,-0.19962459109830305,42.66895761741122,44.53608247422681,69.58762886597938,68.35051546391753,0.40451927800175136,0.05386171478465263,-0.19962459109830305,-0.19908597395045652
LEAD_RSI & LEAD_KDJ & LEAD_OBV,3,1740,969,-0.10002713351533897,-0.1996242036794158,42.758620689655174,44.58204334365325,69.71264367816093,68.31785345717233,0.4121454724293944,0.05098966347625285,-0.1996242036794158,-0.19911430704465327
H1_BODY_NEG & LEAD_KDJ & LEAD_GAP4,3,1736,974,-0.11341968825122459,-0.19971641634259335,43.02995391705069,44.14784394250513,69.52764976958525,67.76180698151951,0.3970089959230186,0.04432062335546759,-0.19971641634259335,-0.19927321010903867
LEAD_RSI & LEAD_KDJ & LEAD_GAP6,3,1524,862,-0.16211195943301993,-0.19977594240015134,41.40419947506562,44.08352668213457,68.1758530183727,67.4013921113689,0.3284938302143198,0.04965575160748358,-0.19977594240015134,-0.1992793848840765
H4_RISING & LEAD_WPR & LEAD_GAP6,3,1261,775,-0.15593797546865,-0.20004283923930644,42.03013481363997,43.74193548387097,71.29262490087233,68.38709677419355,0.3156054710452274,0.07044793901846967,-0.20004283923930644,-0.19933835984912174
H1_NET_NONPOS & LEAD_KDJ & H4_FAMILIES_3P,3,1764,1014,-0.08302804204419821,-0.2000160101932411,42.573696145124714,43.786982248520715,69.04761904761905,67.35700197238658,0.4705695529560309,0.06454555544853159,-0.2000160101932411,-0.1993705546387558
STOCH_M0PP & BTC4_NET_POS & LEAD_KDJ,3,1025,627,-0.1523165010725397,-0.19924953710972249,44.09756097560976,46.25199362041467,69.46341463414633,65.39074960127593,0.4531238043881354,-0.013636968488031578,-0.19924953710972249,-0.1993859067946028
STOCH_M0PP & BTC4_FAMILIES_3P & LEAD_GAP4,3,1147,687,-0.1424812570903835,-0.19956516393493604,43.59197907585005,45.56040756914119,72.27550130775937,67.68558951965066,0.4108835158737094,-0.019918899290905408,-0.19956516393493604,-0.19976435292784508
H4_PRICE1_POS & LEAD_FAMILIES_4P & LEAD_GAP6,3,1459,833,-0.14081871903858373,-0.20099310636395057,41.26113776559287,43.69747899159664,68.60863605209047,67.3469387755102,0.42099953843328725,0.11931824545677043,-0.20099310636395057,-0.19979992390938286
M15_ENGULF & H1_RISE_NEG & LEAD_WPR,3,399,242,-0.20319002219215326,0.060982251622017515,42.606516290726816,47.107438016528924,68.42105263157895,69.00826446280992,0.33095704462017583,0.37629652564579597,-0.20319002219215326,-0.1998804517459515
LEAD_KDJ & LEAD_FAMILIES_4P & BTC4_FAMILIES_4P,3,1586,948,-0.1214975834156471,-0.20037318500080098,42.81210592686003,44.19831223628692,70.1765447667087,68.24894514767934,0.44859182987092877,0.04868687697758605,-0.20037318500080098,-0.19988631623102512
H1_RISE_NEG & H1_BODY_NEG & LEAD_KDJ,3,1442,822,-0.10290601108795826,-0.20048196312817418,43.13453536754508,43.552311435523116,71.35922330097088,69.09975669099757,0.46129098116429096,0.0585273263869403,-0.20048196312817418,-0.19989668986430478
M15_ENGULF & BTC4_PRICE1_POS & H4_FAMILIES_3P,3,599,393,-0.15760339632966633,-0.20149955953991366,42.07011686143572,44.529262086513995,63.77295492487479,63.8676844783715,0.40836849556547855,0.12762780131340878,-0.20149955953991366,-0.20022328152677957
H1_RISE_NEG & LEAD_KDJ & LEAD_FAMILIES_3P,3,1467,831,-0.10883492939925486,-0.20096584657657107,42.944785276073624,43.561973525872446,71.43830947511928,69.19374247894103,0.46300472463250103,0.0688826320243394,-0.20096584657657107,-0.20027702025632768
BTC4_NET_POS & LEAD_KDJ & LEAD_OBV,3,1611,947,-0.10998238056166404,-0.2006969660932589,43.0788330229671,44.66737064413939,70.51520794537555,68.21541710665258,0.45879137469219544,0.041079474903192276,-0.2006969660932589,-0.200286171344227
H1_NET_NONPOS & H4_NET_POS & LEAD_KDJ,3,1740,997,-0.09769988998475561,-0.20104057193513947,42.41379310344828,43.73119358074223,69.42528735632185,67.10130391173522,0.469289442862047,0.056745323928347316,-0.20104057193513947,-0.200473118695856
LEAD_KDJ & LEAD_OBV & BTC4_FAMILIES_3P,3,1679,954,-0.05272090617988226,-0.20101710965090255,43.59737939249553,44.339622641509436,70.04169148302562,68.34381551362684,0.4808240990010494,0.04486169899142746,-0.20101710965090255,-0.20056849266098828
LEAD_WPR & LEAD_FAMILIES_4P & H4_FAMILIES_3P,3,1647,983,-0.15347629137852506,-0.2015932582226972,42.25865209471767,44.760935910478125,69.76320582877959,68.76907426246184,0.4139368895713669,0.09631981910779228,-0.2015932582226972,-0.20063006003161926
M15_ENGULF & H4_NET_POS,2,625,393,0.038013119710270646,-0.20204519758066444,43.84,44.529262086513995,63.68000000000001,63.104325699745544,0.55677450346493,0.13359411343796043,-0.20204519758066444,-0.20070925644628484
M15_RISING & M15_ENGULF & H4_NET_POS,3,625,393,0.038013119710270646,-0.20204519758066444,43.84,44.529262086513995,63.68000000000001,63.104325699745544,0.55677450346493,0.13359411343796043,-0.20204519758066444,-0.20070925644628484
H1_RISE_NEG & LEAD_OBV & LEAD_GAP6,3,1278,746,-0.14438955102371984,-0.20202055544135014,42.09702660406886,43.5656836461126,70.50078247261345,68.63270777479893,0.4097892910989805,0.0713436945973932,-0.20202055544135014,-0.20130711849537622
M15_ENGULF & H4_FAMILIES_4P & BTC4_FAMILIES_4P,3,569,377,-0.10865624017894962,-0.2028367575708089,42.70650263620387,44.297082228116714,63.620386643233736,62.864721485411145,0.4654123981058291,0.13520960638628782,-0.2028367575708089,-0.20148466150694602
H1_BODY_NEG & LEAD_FAMILIES_4P & H4_FAMILIES_4P,3,1588,933,-0.11522189835284087,-0.202648579772696,42.31738035264483,44.265809217577704,70.27707808564232,68.48874598070739,0.45894410855552625,0.10380526409476447,-0.202648579772696,-0.20161052713174837
LEAD_KDJ & H4_FAMILIES_3P & BTC4_FAMILIES_3P,3,1900,1087,-0.0679454572689522,-0.2021952079134469,43.526315789473685,44.434222631094755,69.05263157894737,66.51333946642134,0.5285298069759097,0.04577869263496431,-0.2021952079134469,-0.20173742098709724
M15_ENGULF & BTC4_FAMILIES_3P & H4_FAMILIES_4P,3,603,381,0.03278551238098359,-0.20317172818454482,43.78109452736319,43.832020997375324,63.349917081260365,62.46719160104986,0.5626274536743927,0.13444881131099057,-0.20317172818454482,-0.2018272400714349
H4_PRICE1_POS & LEAD_KDJ & BTC4_FAMILIES_3P,3,1839,1041,-0.08381573910752423,-0.20263898338950392,43.33877107123437,44.09221902017291,68.89613920609027,66.57060518731988,0.5256463036419124,0.07640461925407452,-0.20263898338950392,-0.20187493719696317
H4_NET_POS & LEAD_KDJ & BTC4_FAMILIES_3P,3,1873,1071,-0.077024498343751,-0.20251099349274165,43.51308061932728,44.44444444444444,69.35397757608115,66.29318394024276,0.5361774166103055,0.03968546456466699,-0.20251099349274165,-0.20211413884709498
H1_RISE_NEG & LEAD_MACD & LEAD_FAMILIES_2P,3,958,534,-0.2033119911364498,-0.13549854805626416,41.544885177453025,45.1310861423221,67.4321503131524,68.16479400749064,0.25012758205454344,0.11552569202306488,-0.2033119911364498,-0.20215673421621916
LEAD_WPR & BTC4_FAMILIES_4P & LEAD_GAP6,3,1396,880,-0.16736619721975005,-0.20266413315422352,42.12034383954155,43.86363636363637,69.41260744985674,67.95454545454545,0.3810611157228379,0.04587726090250522,-0.20266413315422352,-0.20220536054519847
H1_RISE_NEG & LEAD_KDJ & LEAD_GAP6,3,1290,750,-0.17539626733192354,-0.20278356494340397,41.86046511627907,43.333333333333336,69.76744186046511,68.4,0.37591424490291747,0.05245899904231961,-0.20278356494340397,-0.20225897495298076
H4_NET_POS & H4_PRICE1_POS & LEAD_KDJ,3,1852,1045,-0.11465474137375858,-0.20307506198517405,42.76457883369331,44.30622009569378,68.89848812095032,66.2200956937799,0.4971188288251799,0.07591240504080074,-0.20307506198517405,-0.20231593793476604
H1_NET_NONPOS & LEAD_WPR & H4_FAMILIES_4P,3,1556,933,-0.1131049467161228,-0.20355337030901882,42.86632390745501,43.837084673097536,70.4370179948586,68.70310825294747,0.48348244960959985,0.11484805029357503,-0.20355337030901882,-0.20240488980608307
H1_BODY_NEG & LEAD_KDJ & LEAD_GAP6,3,1548,887,-0.18102462548409917,-0.20302501113924262,41.7312661498708,43.85569334836528,67.95865633074936,67.08004509582864,0.3040356716777495,0.054836316414507064,-0.20302501113924262,-0.20247664797509754
H1_NET_NONPOS & H4_PRICE1_POS & LEAD_KDJ,3,1697,970,-0.09262622193513885,-0.203457234004983,42.48674130819092,43.29896907216495,69.12197996464349,67.42268041237114,0.48354455016893627,0.09462850836351108,-0.203457234004983,-0.20251094892134788
BTC4_NET_POS & LEAD_KDJ & LEAD_FAMILIES_4P,3,1602,947,-0.10329326189767192,-0.20307201498288405,43.07116104868914,44.45617740232313,70.28714107365793,68.10982048574445,0.4803934336924228,0.04829494619410737,-0.20307201498288405,-0.20258906552094297
H1_BODY_NEG & LEAD_KDJ & LEAD_OBV,3,1663,923,-0.09756377767828622,-0.20311014165849817,42.93445580276609,44.20368364030336,69.99398677089597,68.03900325027085,0.4095669676889305,0.044676398516386585,-0.20311014165849817,-0.2026633776733343
M15_ENGULF & STOCH_M00P & H4_PRICE1_POS,3,386,253,0.11256500458446872,-0.20457816760010564,45.07772020725388,43.08300395256917,63.212435233160626,62.845849802371546,0.6106731619622363,0.13885960829902938,-0.20457816760010564,-0.20318957151711534
H4_NET_POS & BTC4_NET_POS & LEAD_KDJ,3,1797,1064,-0.1314133501934069,-0.20364510641466874,42.960489705064,44.73684210526316,69.83861992209238,66.16541353383458,0.5177706078194625,0.04067963217539027,-0.20364510641466874,-0.20323831009291482
M15_ENGULF & H1_RISE_NEG & BTC4_NET_POS,3,414,258,-0.20685238085051663,0.09421363544461554,42.7536231884058,48.44961240310077,67.3913043478261,67.82945736434108,0.3524618506637731,0.3650791570393048,-0.20685238085051663,-0.2033277623438789
STOCH_M0PP & H1_NET_NEG & LEAD_WPR,3,825,519,-0.20375416972368,-0.1471570555340877,41.57575757575758,45.857418111753375,69.57575757575758,67.05202312138728,0.3416861256627239,0.03516068218394841,-0.20375416972368,-0.2034025629018405
H1_RISE_NEG & LEAD_KDJ,2,1541,872,-0.10354530274959275,-0.20407687221555468,43.413367942894226,43.46330275229357,71.44711226476315,69.03669724770643,0.49574016118361575,0.06146742914475867,-0.20407687221555468,-0.20346219792410708
M15_RISING & H1_RISE_NEG & LEAD_KDJ,3,1541,872,-0.10354530274959275,-0.20407687221555468,43.413367942894226,43.46330275229357,71.44711226476315,69.03669724770643,0.49574016118361575,0.06146742914475867,-0.20407687221555468,-0.20346219792410708
LEAD_KDJ & LEAD_GAP6,2,1656,946,-0.16323703100222003,-0.20393900674563348,41.72705314009662,44.18604651162791,67.93478260869566,67.01902748414376,0.3346598296337359,0.03665684987786716,-0.20393900674563348,-0.2035724382468548
M15_RISING & LEAD_KDJ & LEAD_GAP6,3,1656,946,-0.16323703100222003,-0.20393900674563348,41.72705314009662,44.18604651162791,67.93478260869566,67.01902748414376,0.3346598296337359,0.03665684987786716,-0.20393900674563348,-0.2035724382468548
H1_NET_NONPOS & LEAD_KDJ & LEAD_GAP6,3,1656,946,-0.16323703100222003,-0.20393900674563348,41.72705314009662,44.18604651162791,67.93478260869566,67.01902748414376,0.3346598296337359,0.03665684987786716,-0.20393900674563348,-0.2035724382468548
LEAD_KDJ & LEAD_GAP4 & LEAD_GAP6,3,1656,946,-0.16323703100222003,-0.20393900674563348,41.72705314009662,44.18604651162791,67.93478260869566,67.01902748414376,0.3346598296337359,0.03665684987786716,-0.20393900674563348,-0.2035724382468548
LEAD_KDJ & H4_FAMILIES_4P & BTC4_FAMILIES_4P,3,1737,1037,-0.11600272829978064,-0.20404654306724235,42.94761082325849,44.35872709739633,69.66033390903857,66.63452266152362,0.5114060192209029,0.04503768445107905,-0.20404654306724235,-0.20359616622273155
M15_HL_HH & H1_NET_NEG & LEAD_MACD,3,868,462,0.012965424458772504,-0.20358653468034701,42.74193548387097,46.75324675324675,65.2073732718894,64.06926406926407,0.32072975627304123,-0.0011478545616956152,-0.20358653468034701,-0.20359801322596396
LEAD_RSI & LEAD_WPR & LEAD_GAP6,3,1495,881,-0.18271967495154456,-0.20426520264882803,41.60535117056856,44.154370034052214,68.89632107023411,67.99091940976163,0.3324776830511816,0.058203477164736325,-0.20426520264882803,-0.20368316787718066
M15_ENGULF & H4_NET_POS & H4_FAMILIES_3P,3,624,391,0.040249907405824736,-0.20502165613322726,43.91025641025641,44.50127877237852,63.62179487179487,63.171355498721226,0.5588263680561353,0.12520639467294054,-0.20502165613322726,-0.20376959218649784
H1_NET_NONPOS & LEAD_KDJ & LEAD_FAMILIES_4P,3,1678,945,-0.08565301816952349,-0.2045616930779175,42.66984505363528,43.80952380952381,69.24910607866508,68.04232804232804,0.4394453079232845,0.0673319549736764,-0.2045616930779175,-0.20388837352818073
BTC4_NET_POS & LEAD_KDJ & LEAD_FAMILIES_3P,3,1725,1020,-0.1313256757221113,-0.2045964467146173,43.072463768115945,44.41176470588235,70.20289855072464,67.54901960784314,0.441571108374048,0.041930029956497195,-0.2045964467146173,-0.20417714641505233
H4_PRICE1_POS & LEAD_WPR & LEAD_FAMILIES_4P,3,1595,934,-0.16452123487774695,-0.20550987548415459,42.25705329153605,44.00428265524625,69.96865203761755,68.4154175588865,0.42414804994031824,0.1270216856847658,-0.20550987548415459,-0.20423965862730692
STOCH_M0PP & LEAD_KDJ & BTC4_FAMILIES_3P,3,1058,633,-0.16225998031427905,-0.20418342899978492,43.95085066162571,45.97156398104265,69.28166351606805,65.71879936808847,0.4252820354485062,-0.007383241186303353,-0.20418342899978492,-0.20425726141164796
H1_BODY_NEG & LEAD_MACD & LEAD_GAP6,3,1148,634,-0.2058527181987664,-0.07822727560480817,40.94076655052265,46.68769716088328,65.76655052264809,65.77287066246058,0.20259718713847505,0.15769803853106024,-0.2058527181987664,-0.20427573781345582
LEAD_KDJ & LEAD_FAMILIES_4P & BTC4_FAMILIES_3P,3,1672,954,-0.046099411484610824,-0.2048113792585194,43.600478468899524,44.12997903563941,69.79665071770334,68.23899371069182,0.5006571669138156,0.043111014662878824,-0.2048113792585194,-0.2043802691118906
M15_ENGULF & M15_HL_HH & BTC4_PRICE1_POS,3,242,168,0.327399269443101,-0.20520948407019346,47.107438016528924,44.047619047619044,65.70247933884298,61.904761904761905,0.8387829077032469,0.05717744616482534,-0.20520948407019346,-0.20463770960854522
M15_POS5 & M15_ENGULF & LEAD_STOCH,3,281,179,0.009007587306217693,-0.20815840332157087,43.41637010676156,44.134078212290504,65.48042704626334,67.59776536312849,0.7814765098447353,0.3198179437125494,-0.20815840332157087,-0.20496022388444537
H1_PRICE1_NEG & LEAD_WPR & LEAD_FAMILIES_4P,3,1653,979,-0.12855397130223226,-0.20585078931434483,42.891712038717486,44.43309499489275,70.17543859649122,68.94790602655772,0.42664723622876405,0.08309080983390976,-0.20585078931434483,-0.20501988121600573
M15_ENGULF & H4_PRICE1_POS & LEAD_FAMILIES_3P,3,469,276,-0.2077919935233212,0.0763877581670626,41.7910447761194,47.82608695652174,66.73773987206823,69.20289855072464,0.273323449400106,0.4269332732491068,-0.2077919935233212,-0.20505875902932014
H1_BODY_NEG & LEAD_KDJ & LEAD_FAMILIES_2P,3,1747,981,-0.10327527620817466,-0.20575274057058496,42.873497424155694,44.03669724770643,69.8340011448197,67.78797145769623,0.40936079317274293,0.050722084139831154,-0.20575274057058496,-0.20524551972918664
M15_ENGULF & H4_PRICE1_POS & LEAD_RSI,3,465,279,-0.20793416425294667,0.0858804627281368,41.50537634408602,48.028673835125446,66.66666666666666,69.53405017921148,0.2645079980194389,0.4363486090534272,-0.20793416425294667,-0.20528908427275228
H1_RISE_NEG & H4_NET_POS & LEAD_MACD,3,897,506,-0.20700505345397918,-0.1173265474052566,41.47157190635451,45.25691699604743,67.67001114827201,67.58893280632411,0.2955933401676426,0.1708136305673779,-0.20700505345397918,-0.2052969171483054
H1_BODY_NEG & LEAD_KDJ,2,1759,987,-0.10926201624044747,-0.20579554000773723,42.86526435474702,43.97163120567376,69.81239340534394,67.98378926038501,0.4004999648533396,0.04854030919190536,-0.20579554000773723,-0.20531013691581818
M15_RISING & H1_BODY_NEG & LEAD_KDJ,3,1759,987,-0.10926201624044747,-0.20579554000773723,42.86526435474702,43.97163120567376,69.81239340534394,67.98378926038501,0.4004999648533396,0.04854030919190536,-0.20579554000773723,-0.20531013691581818
LEAD_KDJ & LEAD_FAMILIES_3P,2,1869,1044,-0.13056514285076373,-0.20587693219982922,42.643124665596574,44.252873563218394,69.18138041733548,67.72030651340997,0.38456972143658247,0.05078839779461132,-0.20587693219982922,-0.20536904822188312
M15_RISING & LEAD_KDJ & LEAD_FAMILIES_3P,3,1869,1044,-0.13056514285076373,-0.20587693219982922,42.643124665596574,44.252873563218394,69.18138041733548,67.72030651340997,0.38456972143658247,0.05078839779461132,-0.20587693219982922,-0.20536904822188312
LEAD_KDJ & LEAD_FAMILIES_2P & LEAD_FAMILIES_3P,3,1869,1044,-0.13056514285076373,-0.20587693219982922,42.643124665596574,44.252873563218394,69.18138041733548,67.72030651340997,0.38456972143658247,0.05078839779461132,-0.20587693219982922,-0.20536904822188312
LEAD_WPR & H4_FAMILIES_4P & LEAD_GAP4,3,1633,970,-0.14365925587850084,-0.20652131689985137,42.92712798530312,44.02061855670103,70.97366809552969,69.17525773195877,0.44551682112121077,0.10699189594585302,-0.20652131689985137,-0.20545139794039283
M15_HL_HH & H1_BODY_NEG & LEAD_MACD,3,830,458,-0.0002958371396937472,-0.20524217380784615,42.65060240963855,45.851528384279476,65.5421686746988,65.28384279475983,0.3070061530354722,-0.022581057844257693,-0.20524217380784615,-0.20546798438628872
BTC4_NET_POS & LEAD_FAMILIES_4P & LEAD_GAP6,3,1468,892,-0.16370919654893337,-0.2060893837024709,41.82561307901908,44.506726457399104,69.48228882833789,67.60089686098655,0.4025871236759703,0.049488826292861714,-0.2060893837024709,-0.20559449543954228
H1_NET_NONPOS & LEAD_FAMILIES_4P & H4_FAMILIES_4P,3,1613,942,-0.07188294108764653,-0.2069132862946469,42.40545567265964,43.94904458598726,69.99380037197767,68.36518046709129,0.5119636205860343,0.12123247443827669,-0.2069132862946469,-0.20570096155026413
