time_TR,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,kdj_k,kdj_d,kdj_j,wpr,obv,stochrsi_k,stochrsi_d,hammer_like,bull_engulf,higher_low,higher_high,sweep8_reclaim,reclaim_prev_high,volume_expansion,range_expansion
2026-09-14 03:00:00+03:00,76842.01,77869.82,76388.72,77596.33,3263.31484,51.19761889359779,-258.4987290325371,-338.00199106540344,79.50326203286636,58.35598840960073,47.70968251585137,79.64860019709943,-18.465329822429556,-699.820230000003,78.72370579259213,69.42310243459745,False,True,False,True,True,True,2.212522171733491,2.999726579509706
2026-09-14 07:00:00+03:00,77596.32,77895.35,77379.41,77892.24,1674.1390099999999,54.815484055143344,-186.29818062840786,-307.6612289780044,121.36304834959651,72.1685186221597,55.86262788462081,104.78030009723747,-0.20642095272233876,974.3187799999969,78.72370579259213,75.82677258663298,False,False,True,True,False,True,1.122158388285371,1.0675909161450536
2026-09-14 11:00:00+03:00,77892.24,78374.01,77593.8,77776.0,1944.20806,53.14868021705061,-136.88044976331003,-273.5050731350655,136.6246233717555,71.40499652792542,61.043417432389006,92.12815471899825,-30.122047660543128,-969.889280000003,96.96676234166858,84.80472464228427,False,False,True,True,False,False,1.3031829316855998,1.482133698068041
2026-09-14 15:00:00+03:00,77776.0,78712.29,77481.98,78578.02,3774.64146,61.78338892771015,-32.62415977199271,-225.32889046245097,192.70473069045826,79.010461712621,67.03243219246633,102.96652075293031,-5.778607917987836,2804.7521799999968,96.96676234166858,90.88574349197643,False,True,False,True,False,True,2.3874410896716527,2.337170646454297
2026-09-14 19:00:00+03:00,78578.02,79325.0,78426.17,78982.0,2707.30125,65.2567915936966,81.65622879410512,-163.93186661113978,245.5880954052449,82.11315871727372,72.0593410340688,102.22079408368356,-11.681447273420796,5512.053429999996,96.96676234166858,96.96676234166858,False,False,True,True,False,True,1.7120659685848911,1.7074713626261055
2026-09-14 23:00:00+03:00,78982.01,79600.0,78131.3,78189.21,2049.88509,54.74187948442505,107.01908332544554,-109.74167662382273,216.76075994926828,73.43133046129208,72.51667084314322,75.2606496975898,-43.9323260506712,3462.168339999996,87.81236311672616,93.91529593335444,False,False,False,True,False,False,1.2963235997835767,2.7900305845253843
2026-09-15 03:00:00+03:00,78189.2,78250.46,77658.0,77676.99,1582.25659,49.22322681522091,84.80982025655976,-70.83137724774623,155.64119750430598,62.32656196983513,69.11996788537385,48.7397501387577,-59.882975013078756,1879.9117499999961,69.22815970791156,84.66909505543542,False,False,False,False,False,False,1.0305407297146287,1.1254725404152859
2026-09-15 07:00:00+03:00,77676.99,77744.31,76889.22,76930.01,2492.09601,42.49516460306245,6.8547586469503585,-55.294150068806914,62.14890871575727,47.169673136047905,61.80320296893187,17.902613470279988,-83.14410453152657,-612.1842600000041,42.84558591637542,66.62870291367103,False,False,False,False,False,False,1.623128926683323,1.5429267412486283
2026-09-15 11:00:00+03:00,76930.0,77223.32,76703.59,76940.01,2305.84645,42.60826002347152,-53.50154043346993,-54.93562814173952,1.434087708269594,37.16888134914585,53.5917624290032,4.323119189431154,-82.83270222465828,1693.662189999996,28.781735783045963,46.95182713577764,False,False,False,False,False,False,1.4161955322627264,0.9346064970913289
2026-09-15 15:00:00+03:00,76940.01,77143.15,75605.0,76512.0,6696.64322,39.06676448969145,-134.32278284197673,-70.81305908178696,-63.50972376018977,32.347047307440576,46.51019072181566,4.020760478690406,-77.29662077596996,-5002.9810300000045,17.009571303130095,29.54563100085048,True,False,False,False,False,False,4.1129174968790645,2.413806631828361
