name,q,threshold,disc_n,cal_n,disc_win,cal_win,disc_mean,cal_mean,disc_pf,cal_pf,score
NON_R2_TRAJECTORY_Q925,0.925,0.2350495255673502,43,41,67.44186046511628,56.09756097560976,2.5487481481932606,1.059295686223039,3.6981783720631936,1.752640732613371,3.4784621985087667
