feature,rise_mean,control_mean,rise_median,control_median,std_effect,n_rise,n_control
h1_hammer,0.11749953802697923,0.15369814154308242,0.0,0.0,-0.10939842718475501,75762,21308
h4_bb_pctb_d1,-0.01675329908685265,0.0034341945319789125,-0.013463479696241,0.0173870736547211,-0.10857642097687346,75582,21308
h1_higher_low,0.40421319394947336,0.4572461047493899,0.0,0.0,-0.1077062546319763,75762,21308
h4_ppo_hist,-0.012325355551296543,-0.08721317745104112,-0.0019467580801855,-0.0442649168943508,0.1074467325185874,75746,21308
btc4_ppo_hist_d1,-0.0063050863039405365,0.0027928593437519566,-0.0056247549756949,0.0048637432501737,-0.10699817857692491,75762,21308
h4_atr_pct_d1,0.010769428498606654,-0.01515450035617481,-0.0266879003235713,-0.0246928867037476,0.10668905736458965,75633,21308
h4_rsi_d1,-0.5062844278723762,0.000170811459985149,-0.4070473925671791,0.0,-0.10630589319206661,75621,21308
m15_mfi_d1,-0.7246105721274779,0.05349221221020551,-0.47815280849212627,0.0,-0.10569321642193492,75704,21305
h4_hammer,0.13352520265096507,0.17021775858832364,0.0,0.0,-0.10534985434916079,75746,21308
h4_atr_pct_d3,0.004125910397020801,-0.0463966320145322,-0.0425210801654936,-0.0555913588092791,0.10533979175218416,75617,21308
m15_vwap_dist_d1,-0.06833803485723434,0.000624363066687108,-0.0416694332779576,0.00042708201610225003,-0.10474210989941195,75731,21308
h1_cmo_acc,-2.1555618335897853,0.017061829726491003,-1.9124159422670388,0.0,-0.10421068210703108,75717,21308
btc1_stoch_d,48.40745993713447,51.51330650677269,46.92751009055926,52.614940654862586,-0.10411130441625756,75762,21308
btc4_tsi_acc,-0.13699130054990516,0.05566381268527963,-0.0402987674072079,0.1185094701669609,-0.10328650667471098,75762,21308
m15_chop14_d1,-0.5053714265781065,-0.036092287213249225,0.0,0.0,-0.10274204947363916,75739,21308
btc4_stoch_raw,48.127487641782125,44.480415326837985,46.93241725717685,37.139695098143,0.10163324291506465,75762,21308
m15_turn4,0.15555291570972254,0.19311995494649897,0.0,0.0,-0.10159558955186386,75762,21308
h4_reclaim_prev_high,0.19383201753227894,0.15444903322695702,0.0,0.0,0.101473821532474,75746,21308
h1_bull_engulf,0.0573242522636678,0.08189412427257368,0.0,0.0,-0.10142634557657948,75762,21308
m15_roc12_d1,-0.08382624482179052,0.0021709338389793815,-0.0518274865961676,0.0,-0.10109310022337863,75740,21308
btc4_stoch_spread_d1,-0.5271529455701951,0.2788125286822732,-0.2547522701117213,0.6237377223407776,-0.10071845480864106,75762,21308
h4_turn4,0.17434584004435877,0.21301858456917588,0.0,0.0,-0.10013536603674295,75746,21308
h1_lower_wick,0.262706935934188,0.2843597944210738,0.2222222222222039,0.25,-0.09953786678526304,75755,21265
h4_donch_pos_d1,-0.012203747186754469,0.0015159380662346348,-0.00934579439252305,0.0049751243781089,-0.09945381397740068,75582,21308
h4_ppo_hist_acc,-0.013908869950855674,0.0027936574726533693,-0.0086452517312727,0.0031252453205335,-0.09938865899420585,75721,21308
btc1_motion_rise,-0.26444655632111086,-0.0032851511169513796,0.0,0.0,-0.09921989597977546,75762,21308
h1_chop14_acc,-0.6252541030799481,0.010389708035402418,-0.1599153218531768,-0.0083797801855531,-0.09877486496177047,75718,21308
btc1_adx_acc,0.06690861000820011,-0.005683666645486805,0.0497769550813558,0.0168929056671025,0.09802734915161958,75762,21308
btc4_stoch_spread,-0.3613379282841748,0.6945449555889007,-0.216453802936499,0.6527950612772013,-0.09801983157348709,75762,21308
btc4_lower_wick,0.29687713340711935,0.3164024193259552,0.2650990597456503,0.2976157851465834,-0.09581401685185169,75762,21308
h1_donch_pos_acc,-0.021838983082745445,0.0005221572639110452,-0.0178571428571429,0.0,-0.09569444042680295,75712,21308
btc1_bb_pctb_acc,-0.030716747442692073,-0.0008138952726871645,-0.0238988728381947,0.0055476420476104,-0.09544876743809723,75762,21308
btc4_bb_width_d1,9.243660394762574e-05,-0.0005281572711354215,-3.2554377466034734e-05,-0.0001768856891914,0.09513472427924996,75762,21308
h1_bb_width_d1,0.0016809998053578129,-7.52778984867805e-05,0.00041356719030995,0.0,0.0946204595373285,75714,21308
btc1_roc12_acc,-0.10328963478666023,-8.427087122356427e-05,-0.064531572089288,0.0037662201421261995,-0.09440956232844062,75762,21308
h4_vwap_dist_d1,-0.2237855945341253,-0.014421811275796052,-0.1390160778408482,0.0307311803675833,-0.09436411514275456,75555,21308
btc1_bull_engulf,0.07526200469892558,0.10085413929040736,0.0,0.0,-0.0939342403297172,75762,21308
m15_obv,1166297009317.0352,-311345732664.85815,1723844.8898499776,-1370.1147480000575,0.09385294080478714,75762,21308
btc4_vwap_dist_d1,-0.09058753910125465,0.004193839620292123,-0.0428324740912255,0.0042089028553071,-0.09327300025770924,75762,21308
m15_kdj_spread_d3,-0.9169788878393615,0.03437167594314352,-0.5248140371232992,0.02519682611647405,-0.09289722530307802,75742,21308
h4_stoch_k_d3,-0.9757681929402912,1.6359310952374326,-0.9279779312315244,1.74373558210408,-0.09274442238563091,75486,21308
h4_close_loc,0.4713317162853951,0.4979817023706608,0.45383070744516535,0.5,-0.09262446504890276,75746,21308
m15_rsi_d1,-0.45967411754053256,-0.022687650844450537,-0.4240397294797091,0.0,-0.09160903163924507,75739,21308
btc4_ppo_hist_acc,-0.005159269013383467,0.0016606088577119428,-0.0031103823170978,0.0005277271237714,-0.09149076197656258,75762,21308
btc1_donch_pos,0.4815714373965652,0.5055647640012565,0.4691907863520686,0.49891804411471,-0.09066638719608511,75762,21308
