name,n,symbols,h1_confirm_pct,net12_mean,net12_median,net12_win_pct,mfe12_mean,mae12_mean,model,quantile,threshold,cal_selected_frac,selection_score
LOGISTIC_q50,1015,68,71.82266009852218,-0.25898257128779717,-0.35109544195417436,44.63054187192118,2.6020768983949454,-2.645240650910098,LOGISTIC,0.5,0.5464135593598533,0.5492424242424242,-0.11533725109075282
LOGISTIC_q60,852,68,74.17840375586854,-0.26904328273131567,-0.3001451105923146,45.305164319248824,2.6049704386542967,-2.6700631717799883,LOGISTIC,0.6,0.6188396391047695,0.461038961038961,-0.12068647521957857
LOGISTIC_q70,674,68,75.8160237388724,-0.3716216500066684,-0.4122021290008769,43.17507418397626,2.5694001954571393,-2.8208370321718177,LOGISTIC,0.7,0.6851131649549084,0.3647186147186147,-0.2199896025289236
RANDOM_FOREST_q50,936,68,75.96153846153845,-0.37469062891245564,-0.37914076583077644,44.01709401709402,2.580931390477061,-2.725375435453546,RANDOM_FOREST,0.5,0.547391592033764,0.5064935064935064,-0.22276755198937873
RANDOM_FOREST_q80,252,68,85.71428571428571,-0.4615046836529485,-0.2702737369963069,45.23809523809524,2.5961549110375635,-2.8083535882876194,RANDOM_FOREST,0.8,0.6876666682299268,0.13636363636363635,-0.29007611222437707
LOGISTIC_q80,473,68,78.8583509513742,-0.4875181227452203,-0.4645502645502673,42.706131078224104,2.5536117620309255,-2.9341619461293504,LOGISTIC,0.8,0.7610539268085657,0.25595238095238093,-0.3298014208424719
RANDOM_FOREST_q60,668,68,78.89221556886228,-0.5783195133377105,-0.5049223435093506,42.66467065868264,2.5039599354150224,-2.8963409070723003,RANDOM_FOREST,0.6,0.5930902746008588,0.36147186147186144,-0.4205350821999859
RANDOM_FOREST_q70,443,68,80.81264108352144,-0.6475706810229769,-0.6501764204891123,40.40632054176072,2.415436327472171,-2.932352594548624,RANDOM_FOREST,0.7,0.6376318126028842,0.23971861471861472,-0.485945398855934
LOGISTIC_q90,260,67,78.46153846153847,-0.6841168940820986,-0.6319285298116148,41.92307692307693,2.642344737176885,-3.202736933237618,LOGISTIC,0.9,0.8412119921452047,0.1406926406926407,-0.5271938171590217
