candidate,split,n,mean_ret_3h,median_ret_3h,win_3h,mean_ret_6h,median_ret_6h,win_6h,mean_ret_12h,median_ret_12h,win_12h,mean_ret_24h,median_ret_24h,win_24h,mean_mfe_12h,mean_mae_12h,mfe_gt_1_12h,ret_gt_1_12h,mean_ret_12h_ci_low,mean_ret_12h_ci_high
CTX4+trig4+H1recent2h,train_2024_2025,759,-0.040308651546213936,-0.05277722498023829,46.50856389986825,-0.005416313014156439,-0.005493136406220511,49.670619235836625,0.010996348073062419,0.02159238690351284,51.11989459815547,-0.05526688463912339,0.008337037685213211,50.19762845849802,1.2960924014392086,-1.303611797123654,47.82608695652174,23.3201581027668,-0.1234446266675852,0.13050750863875482
CTX4+trig4+H1recent2h,holdout_2026,261,-0.033095021169030535,-0.07492970053646353,43.29501915708812,-0.05908026705112245,-0.09829630527907751,43.67816091954023,0.020781896649006683,-0.1265507037591096,46.74329501915709,0.0703048294141021,0.03974980403095296,52.490421455938694,1.0937408283425352,-1.076886906546517,38.31417624521073,16.47509578544061,-0.14927029531445354,0.19334570408551885
CTX4+trig4+H1recent4h,train_2024_2025,1069,-0.04814591689172021,-0.055280612714958544,45.55659494855004,0.00818818290543092,-0.017530021680811636,48.45650140318054,0.021472363598907758,-0.014098198664413975,49.485500467726844,0.023283179978236937,0.022663893393604084,50.60804490177736,1.2997033766599035,-1.3123537662541622,46.77268475210477,22.07670720299345,-0.09423546317296473,0.14191945745430662
CTX4+trig4+H1recent4h,holdout_2026,369,-0.0420736835862346,-0.08748622059525646,40.37940379403794,-0.03382116103574107,-0.05158403620653118,48.23848238482385,0.04450719880606303,0.003188755274941002,50.135501355013545,0.10674504437358212,0.06822578592424744,53.116531165311656,1.1389035493418005,-1.1130518293612972,40.37940379403794,18.157181571815716,-0.10507893321525044,0.20053701156712136
CTX4+trig4s,train_2024_2025,1222,-0.042012123078586684,-0.0626463130463717,45.171849427168574,-0.0034688715524078453,-0.021469490460651608,48.28150572831424,0.009344564049335275,-0.009412912172168664,49.754500818330605,-0.01490159398469373,-0.027565600447104766,49.42716857610475,1.2746852110360656,-1.3045874340905905,45.25368248772504,21.76759410801964,-0.09307854804830838,0.10404003571801772
CTX4+trig4s,holdout_2026,430,-0.04643086040689095,-0.08517368183424967,40.93023255813954,-0.019119598525532747,-0.05203209824505839,46.27906976744186,0.03263764747101496,0.007478070724120656,50.93023255813953,0.13892825639902578,0.08052002141203385,53.95348837209303,1.1291801905170593,-1.1320337987580584,40.69767441860465,19.069767441860467,-0.11422362018372978,0.16975952749894133
CTX4+trig4s+H1recent2h,train_2024_2025,727,-0.04816641093076298,-0.059481664457072814,45.667125171939475,-0.007377524806055304,-0.01238129004595967,49.38101788170564,0.017509014455388536,0.042362965849318535,51.856946354883085,-0.0659303124548743,0.010316489913830829,50.34387895460798,1.2908069282298602,-1.294507046027016,48.143053645116915,23.383768913342504,-0.10789694711789888,0.14411063147302192
CTX4+trig4s+H1recent2h,holdout_2026,251,-0.030513775931942558,-0.07330270181874488,44.6215139442231,-0.04618788331632935,-0.09496287664421121,44.223107569721115,0.017187196274889276,-0.11698342651514926,46.613545816733065,0.06382830426242693,0.03974980403095296,51.39442231075697,1.0944945191151094,-1.0850910215362903,39.44223107569721,17.52988047808765,-0.15725385025378336,0.2046134360832306
CTX4+trig4s+H1recent4h,train_2024_2025,1039,-0.04583501353624426,-0.06284018651970813,45.04331087584216,0.009261574292583123,-0.02344514741443593,47.93070259865255,0.019870766277400604,0.004347992860642691,50.14436958614053,0.013641837715772152,0.01685219569147467,50.33686236766122,1.2945089654138129,-1.3077892338377999,46.67949951876805,22.13666987487969,-0.0989343256295948,0.13215772071754472
CTX4+trig4s+H1recent4h,holdout_2026,358,-0.03583802628430386,-0.07627938018288649,42.17877094972067,-0.031565424353132095,-0.06554361304920708,47.20670391061452,0.04401175216979651,-0.040785812630333984,49.44134078212291,0.11602077981493936,0.07901321033509934,53.351955307262564,1.136002838371484,-1.1197409069054363,41.06145251396648,18.435754189944134,-0.10129543006137069,0.20402845672259282
