name,feature,family,side,q,threshold,disc_n,cal_n,disc_net24_imp,cal_net24_imp,disc_net72_imp,cal_net72_imp,disc_success_imp,cal_success_imp,disc_danger_imp,cal_danger_imp,score
btc4_tsi_d1 GE Q70(2.06964),btc4_tsi_d1,tsi,GE,0.7,2.069640981150471,709,562,0.16100565465414488,0.09216334427537298,0.3843657224396323,-0.19733202656529314,1.8167433934976671,-0.41779508643136154,1.2530458046055202,-0.9846161880674771,-0.13739485864421055
btc4_cmo_d3 GE Q20(-8.19088),btc4_cmo_d3,cmo,GE,0.2,-8.190876205552392,1892,1540,-0.09825629558178263,0.027240308193526408,-0.008889687841339367,0.00039318847005032076,-0.5033214925789622,0.20937134144681124,-0.7683075591232864,0.017833319720111263,-0.1376117793829566
h1_roc4 LE Q60(0.597558),h1_roc4,roc,LE,0.6,0.5975581046816947,1418,1103,0.05577126844639016,-0.031864281757111645,-0.14495313944915778,-0.05870408013450246,0.9704810521718628,0.6054575761549899,1.4646113899369766,1.0460797786102631,-0.13773209834941447
h4_atr_pct GE Q70(3.67084),h4_atr_pct,atr,GE,0.7,3.670844527684074,709,693,-0.036772940975767304,-0.09605648274063527,1.0934025838325594,-0.12456387654491441,2.6630057348234786,2.1141332462087163,0.9709583574969187,1.1578044596912491,-0.13777719474934982
m15_cmf_acc GE Q30(-0.00157417),m15_cmf_acc,cmf,GE,0.3,-0.001574169793819129,1629,1348,-0.027990074024775838,0.26360730024992046,0.033604933732945375,-0.03373833157568662,-1.4357473832471754,-0.02628321171516035,-1.6544982596529252,-0.014152498615857212,-0.13789079229093623
btc4_cmo_d1 GE Q40(3.97573),btc4_cmo_d1,cmo,GE,0.4,3.975733937711954,1418,1202,-0.05631925249251922,0.007036707515508112,0.047815487157216396,-0.01028943957761852,-1.4272622482512745,-0.33992960718858,-1.4267849429262114,-0.4422224315169956,-0.1379622583762002
m15_donch_pos_d3 LE Q30(0.0869323),m15_donch_pos_d3,donch,LE,0.3,0.08693226522297332,709,513,-0.30338271298492375,-0.09379603072799636,0.5264469548793101,0.20994340060415462,-1.0041310775883687,2.311596601566805,-0.7215663251546971,2.575490087903198,-0.13799457121151415
h4_vwap_dist_d1 GE Q20(0.345585),h4_vwap_dist_d1,vwap,GE,0.2,0.3455853798036454,1891,1571,-0.07170186185844772,0.09949267980393939,0.06485642855624674,-0.07938256103075358,0.4696303892066851,1.294625997675368,-0.05901138262013461,0.9578417517718307,-0.13817573886540346
h4_cmo LE Q80(30.4922),h4_cmo,cmo,LE,0.8,30.492159883984478,1891,1617,-0.09607456628455789,-0.032129400092960614,-0.050443580446941194,0.2031758333633823,0.09945587836586611,0.9391177854789703,0.2582810552434225,0.9516613964053349,-0.13836884927565465
h1_donch_pos_d1 LE Q30(-0.146314),h1_donch_pos_d1,donch,LE,0.3,-0.14631352473947165,709,525,0.04165315534266342,0.25291774309154036,-0.061328341402357434,0.31048230766632134,-0.15786873626255726,-2.543875411799938,-0.29843515449179847,-2.120694818808019,-0.13840534478985253
h4_chop14_d3 GE Q40(-1.39226),h4_chop14_d3,chop,GE,0.4,-1.392263704837225,1418,1148,0.08046885025810711,0.2617105545954085,-0.2155479741373474,0.4674258791224515,1.4641340846119135,-0.010774366503774502,1.6056551134912738,-0.153215144011277,-0.13846665775457903
m15_di_spread_acc LE Q60(5.93627),m15_di_spread_acc,di_spread,LE,0.6,5.936267615019285,1418,1109,-0.03211618223007909,0.14813564474713325,0.1502241489356183,-0.08301906672205206,-0.3694343215940137,0.5925409220915938,-0.6510444633775521,0.4837965719773223,-0.1392391678675026
btc1_er10_acc LE Q70(0.0924479),btc1_er10_acc,er10,LE,0.7,0.0924479401896628,1662,1293,0.0471204102297639,0.1484654012776574,-0.1861585267582332,-0.2136885014505201,2.1236110856591353,0.6155544854489818,2.1764493882363,0.4429998005710445,-0.13924146064586584
h1_chop14_d3 GE Q20(-5.45489),h1_chop14_d3,chop,GE,0.2,-5.454893950638615,1891,1499,0.02046156828769291,-0.06161940555910639,0.11185980332399803,-0.04141587978365224,0.4696303892066851,-0.6923553508068991,0.5226914201297248,-0.7923171702169043,-0.1396522892713037
m15_donch_pos_acc LE Q50(0.215885),m15_donch_pos_acc,donch,LE,0.5,0.21588537431560884,1182,970,-0.10232658018968312,-0.030246748518106492,0.035988651305012165,0.006572533566289396,-0.846023688663287,-0.16685037498109523,-0.9306260575296079,-0.23655147074714478,-0.1397472784338845
h4_roc12 LE Q40(-1.10334),h4_roc12,roc,LE,0.4,-1.103338667234568,946,1000,-0.24928616843438173,0.19719804585119516,0.06589696570405101,1.0287492604561654,1.0823021860679702,2.784696016771484,0.5530455064158346,2.8840670859538804,-0.1398592270199749
