name,a,b,family_a,family_b,disc_n,cal_n,disc_net24_imp,cal_net24_imp,disc_net72_imp,cal_net72_imp,disc_success_imp,cal_success_imp,disc_danger_imp,cal_danger_imp,score
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_roc4_acc LE Q20(-1.11272),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_roc4_acc LE Q20(-1.11272),atr,roc,208,157,0.8970933996000546,2.0406897778701603,1.093340843549789,1.9686525057613753,5.798516204607573,4.375141876644101,4.106468827281013,3.911455620985727,2.1999176118688815
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_roc4_acc LE Q20(-1.11272),btc1_di_spread_d1 LE Q30(-2.59029),btc1_roc4_acc LE Q20(-1.11272),di_spread,roc,211,134,0.46784757632590945,2.020088383128081,2.218678920938229,2.068989464579542,-6.232107200423414,7.422009449607309,-7.924154577749974,7.067649175506119,2.19139073333775
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_di_spread_d1 LE Q30(-2.59029),btc1_bb_width_acc LE Q20(-0.00165171),btc1_di_spread_d1 LE Q30(-2.59029),bb_,di_spread,169,137,1.1980346805201647,1.362733032625452,2.8082026869131695,0.5671626657624488,8.757096086264376,15.249659520421126,7.656764685269181,14.87895759690278,2.1810455225759284
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_tsi_d1 LE Q30(-0.211069),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_tsi_d1 LE Q30(-0.211069),ppo,tsi,343,252,0.6038049113441131,0.850197054223748,2.4045258769661473,1.5162859778182298,1.6271773393911602,4.17041030248577,0.226675151568962,3.4666067684935626,2.173439712375457
btc1_roc4_d1 LE Q20(-0.766142) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_roc4_d1 LE Q20(-0.766142),btc1_vwap_dist_d1 LE Q20(-0.503192),roc,vwap,290,200,0.5405419383778072,1.1649986066089244,3.7730084624654037,1.6091126179848816,0.67915280938211,9.384696016771485,-0.668066981737546,9.284067085953872,2.156667801009401
btc1_atr_pct GE Q60(0.732295) & btc1_roc4_acc LE Q20(-1.11272),btc1_atr_pct GE Q60(0.732295),btc1_roc4_acc LE Q20(-1.11272),atr,roc,317,275,0.9879937957342569,0.6824267240677226,2.7828127355234864,1.56991960973682,-1.5540681195855868,5.611968744044212,-2.6152006704137207,5.602248904135699,2.1534202768087005
btc1_bb_width GE Q80(0.0434586) & btc1_di_spread_d1 LE Q30(-2.59029),btc1_bb_width GE Q80(0.0434586),btc1_di_spread_d1 LE Q30(-2.59029),bb_,di_spread,166,111,0.4372207451919301,1.7726166099433285,2.707066520079846,2.12326963471266,-7.82520946731087,30.650461782537263,-9.51725684463743,30.45073375262055,2.1353889589925155
btc1_atr_pct GE Q80(0.907279) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_atr_pct GE Q80(0.907279),btc1_vwap_dist_acc LE Q20(-0.820672),atr,vwap,183,200,0.5258422785885413,1.3059411788744932,4.611860139203253,1.6375720765530746,-0.4646195667249202,3.3846960167714855,-1.610218856619781,2.784067085953879,2.1172713910074727
btc1_ppo_hist_d1 LE Q20(-0.0309186) & m15_vwap_dist_acc GE Q80(1.17818),btc1_ppo_hist_d1 LE Q20(-0.0309186),m15_vwap_dist_acc GE Q80(1.17818),ppo,vwap,154,135,-0.07772989212535693,0.9904449705094831,3.759634896902196,2.556016661959419,-6.589096183004813,7.106918238993707,-8.281143560331373,6.0062893081761075,2.11499101313729
btc1_tsi_d1 LE Q30(-0.211069) & m15_ppo_hist_d3 LE Q20(-0.0662479),btc1_tsi_d1 LE Q30(-0.211069),m15_ppo_hist_d3 LE Q20(-0.0662479),tsi,ppo,153,130,0.6949551695931289,1.3368694288884677,4.715785294263288,1.3762634340729933,1.4747354102385444,7.192388324463792,-0.21731196708802258,6.091759393646193,2.1111144266315183
btc1_roc4_acc LE Q20(-1.11272) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_roc4_acc LE Q20(-1.11272),btc1_vwap_dist_acc LE Q20(-0.820672),roc,vwap,297,234,0.7541447343336722,0.7606018973014226,1.3965531071111386,1.5175621347774,3.4157138218051912,-1.354620222544753,2.0603667811789634,-1.173197871311075,2.086595277342247
h1_atr_pct_acc GE Q80(0.0723118) & m15_roc12_acc GE Q80(1.37304),h1_atr_pct_acc GE Q80(0.0723118),m15_roc12_acc GE Q80(1.37304),atr,roc,185,145,0.23867086118590503,1.3319355141817735,3.5150331850279777,2.0052420091182874,-2.517492111400742,13.850213258150795,-4.209539488727302,12.749584327333189,2.0841973171876242
btc1_atr_pct_d1 GE Q80(0.0207423) & m15_vwap_dist_acc GE Q80(1.17818),btc1_atr_pct_d1 GE Q80(0.0207423),m15_vwap_dist_acc GE Q80(1.17818),atr,vwap,171,131,0.8749240223109168,1.7084226481314284,3.381265581898318,1.3765892365882402,-2.928429364443261,9.15950517707683,-4.620476741769821,8.058876246259217,2.071250843130463
btc1_atr_pct GE Q60(0.732295) & btc4_adx_d3 GE Q80(2.8644),btc1_atr_pct GE Q60(0.732295),btc4_adx_d3 GE Q80(2.8644),atr,adx,252,196,0.29567750704190393,2.0766174740638945,1.6223430510468004,3.285141548631437,3.6922890983804635,22.027553159628624,2.0002417210539036,21.437128310443676,2.0687940654611965
btc1_di_spread_d1 LE Q30(-2.59029) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_di_spread_d1 LE Q30(-2.59029),m15_atr_pct_d3 GE Q80(0.0315324),di_spread,atr,245,158,0.1307428333112396,1.7817885046307649,3.245064594047683,2.359336915290646,-8.110431990054906,12.353050447151233,-8.986152836769222,11.252421516333627,2.067043732164854
btc1_roc4_d3 LE Q30(-0.481176) & btc4_rvol20 GE Q80(1.45631),btc1_roc4_d3 LE Q30(-0.481176),btc4_rvol20 GE Q80(1.45631),roc,rvol,164,187,-0.048713793445771966,1.874800988893158,2.7082763997106,2.1907877277921055,-1.3309397053361423,17.29111312907095,-1.8034748875407445,16.725243556542118,2.0660762454354344
btc4_adx_d1 GE Q80(1.15404) & btc4_roc4 GE Q80(1.9053),btc4_adx_d1 GE Q80(1.15404),btc4_roc4 GE Q80(1.9053),adx,roc,201,86,0.10747215929630566,2.3108017221167976,1.972811714588163,2.407420654334546,-0.05682248655201505,21.861440202817995,-1.7488698638785678,20.76081127200039,2.0436018020103366
btc1_atr_pct GE Q70(0.804549) & h4_ppo_hist_d3 GE Q80(0.373358),btc1_atr_pct GE Q70(0.804549),h4_ppo_hist_d3 GE Q80(0.373358),atr,ppo,200,164,1.2162411718008268,0.6307308138038974,3.3406050958953664,1.7137800560217211,3.1446700507614196,-5.847011300301688,1.4526226734348668,-6.337884133558319,2.0423428481454016
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_roc12_d1 LE Q20(-0.733136),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_roc12_d1 LE Q20(-0.733136),ppo,roc,294,203,0.029289283862157303,1.253821869302672,2.652439462660968,2.1427634669434577,-1.919955799578716,2.3231196620916847,-3.612003176905276,1.2224907312740783,2.042214013280148
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_di_spread_d1 LE Q30(-2.59029),btc1_ppo_hist_acc LE Q20(-0.0499027),di_spread,ppo,286,202,0.34675679866523224,1.5848093141605788,3.542176948290348,1.8835020212334344,-3.2923928863015206,9.934200967266534,-4.9844402636280805,9.328621541399421,2.0317982280370592
btc1_roc4_d1 LE Q20(-0.766142) & m15_vwap_dist_acc GE Q80(1.17818),btc1_roc4_d1 LE Q20(-0.766142),m15_vwap_dist_acc GE Q80(1.17818),roc,vwap,167,116,0.6532000083878143,1.1861101471798343,4.770948793834451,1.5711374182448594,-3.2295814462445733,13.160558085737001,-4.921628823571126,12.059929154919395,2.029017406773914
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_roc4_d3 LE Q30(-0.481176),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_roc4_d3 LE Q30(-0.481176),atr,roc,217,169,0.9736788642774837,1.1488404365113807,3.084908179707143,1.1635816269125847,-1.6456525298837406,17.54741791026261,-3.3376999072103004,16.446788979445003,2.0211369171493505
h1_atr_pct_d1 GE Q80(0.0524861) & m15_vwap_dist_acc GE Q80(1.17818),h1_atr_pct_d1 GE Q80(0.0524861),m15_vwap_dist_acc GE Q80(1.17818),atr,vwap,233,193,0.5078554995713881,1.062819272044835,3.305774889046977,1.7066602453481288,-3.445458704603382,4.781069073766304,-5.137506081929942,3.6804401429486973,2.008401862142817
btc1_ppo_hist_d1 LE Q20(-0.0309186) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_ppo_hist_d1 LE Q20(-0.0309186),m15_atr_pct_d3 GE Q80(0.0315324),ppo,atr,154,120,-0.283543866926145,2.3020836686267594,3.000029303241908,2.8435581112362422,-10.485200079108711,17.384696016771485,-12.177247456435268,16.28406708595388,2.0019132928081307
btc1_bb_width GE Q80(0.0434586) & btc1_roc4_acc LE Q20(-1.11272),btc1_bb_width GE Q80(0.0434586),btc1_roc4_acc LE Q20(-1.11272),bb_,roc,210,141,1.1507761395277474,0.7107887415102531,3.370887027571559,1.4441947501440293,-2.73628233019096,13.820866229537444,-3.9521392313270454,14.138677015031895,1.9938522371220126
btc1_roc12_d1 GE Q80(0.195979) & btc4_mfi_acc LE Q30(-1.58929),btc1_roc12_d1 GE Q80(0.195979),btc4_mfi_acc LE Q30(-1.58929),roc,mfi,140,102,1.3843576110712328,0.3361249973341464,1.755400222047851,1.9435731533813994,5.358955765047135,-3.7427549636206727,7.2383369591491515,-2.882599580712778,1.9215905788591217
btc1_ppo_hist_acc LE Q20(-0.0499027) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_ppo_hist_acc LE Q20(-0.0499027),m15_atr_pct_d3 GE Q80(0.0315324),ppo,atr,175,109,-0.14785502758248564,3.1355870290319423,3.7853141551583205,2.552114504480226,-9.498187092095726,13.508549227780662,-11.190234469422279,12.407920296963049,1.895509174746423
btc1_ppo_hist_acc LE Q20(-0.0499027) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_vwap_dist_d1 LE Q20(-0.503192),ppo,vwap,360,248,0.14240083117171265,1.1268296042064998,3.6672176547292867,1.9128272517440752,-3.688663282571916,6.820179887739229,-5.102932882120697,6.9292283762764555,1.8425095267962162
btc1_bb_width_acc LE Q20(-0.00165171) & btc4_roc4 GE Q80(1.9053),btc1_bb_width_acc LE Q20(-0.00165171),btc4_roc4 GE Q80(1.9053),bb_,roc,235,115,0.1071290883790785,2.5643066789452678,1.6424031644391004,1.5781268271736604,3.474457284803975,22.27600036459757,2.2079418223710263,22.04493665117127,1.8336484705442788
btc1_vwap_dist_acc LE Q20(-0.820672) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_vwap_dist_acc LE Q20(-0.820672),m15_atr_pct_d3 GE Q80(0.0315324),vwap,atr,181,100,0.31530004991690624,2.8546386666593566,2.5295488134548183,1.2716774192220182,5.501023641921641,15.884696016771485,3.8089762645950884,14.784067085953879,1.8281877036884755
btc4_adx_d1 GE Q80(1.15404) & h1_atr_pct_acc GE Q80(0.0723118),btc4_adx_d1 GE Q80(1.15404),h1_atr_pct_acc GE Q80(0.0723118),adx,atr,148,120,-0.2022042287415547,1.5434794471961153,3.4484385774884485,2.2150859723077616,-3.193167787076419,14.05136268343815,-4.885215164402979,12.95073375262055,1.8193824066658548
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_ppo_hist_d1 LE Q20(-0.0309186),atr,ppo,251,190,0.6409249073560576,1.2618871986619054,2.7511238005070364,1.2968312702281735,-1.7099116225453557,8.042590753613595,-3.4019589998719155,6.941961822795989,1.8184196489104323
btc1_atr_pct_d1 GE Q80(0.0207423) & m15_roc12_acc GE Q80(1.37304),btc1_atr_pct_d1 GE Q80(0.0207423),m15_roc12_acc GE Q80(1.37304),atr,roc,140,122,0.2851095958792352,2.018915653594793,3.2758682969195085,1.5725975701346644,-0.3553299492385804,12.425679623328861,-2.0473773265651403,11.325050692511255,1.8060997210054395
btc1_atr_pct GE Q60(0.732295) & btc1_bb_width GE Q80(0.0434586),btc1_atr_pct GE Q60(0.732295),btc1_bb_width GE Q80(0.0434586),atr,bb_,373,257,0.31305684464257344,0.7307377431480364,1.6447524370881204,1.5915316510250523,-1.7494318259141863,11.966408079028291,-2.9052861737501203,11.6439892649422,1.7939998174151979
btc1_atr_pct GE Q80(0.907279) & m15_vwap_dist_acc GE Q80(1.17818),btc1_atr_pct GE Q80(0.907279),m15_vwap_dist_acc GE Q80(1.17818),atr,vwap,183,149,0.4106957897189672,1.3608338080640252,5.061327258738356,1.6842290593690508,-5.382652353610162,7.837716150999675,-7.074699730936715,6.737087220182069,1.7919512838609788
btc4_roc12 LE Q20(-2.18415) & h4_chop14 LE Q20(41.1434),btc4_roc12 LE Q20(-2.18415),h4_chop14 LE Q20(41.1434),roc,chop,214,258,-0.18531359385718438,1.1350730997144196,2.144185855591885,2.4578174214848243,-2.972152379145122,14.109502218321872,-4.196910036845516,13.784067085953879,1.7857694896234368
btc1_di_spread_d1 LE Q30(-2.59029) & m15_rvol20_d1 LE Q20(-0.380289),btc1_di_spread_d1 LE Q30(-2.59029),m15_rvol20_d1 LE Q20(-0.380289),di_spread,rvol,165,152,1.0443225417162232,0.5653903709767021,4.365118611111505,1.2795938111010217,-1.5674511613597915,0.4110118062451704,-0.8352561144439292,-0.6896171245724361,1.7812555249480515
h1_atr_pct_acc GE Q80(0.0723118) & h1_rvol20_d3 GE Q80(0.621147),h1_atr_pct_acc GE Q80(0.0723118),h1_rvol20_d3 GE Q80(0.621147),atr,rvol,208,101,0.7256049685414897,1.935669657724036,1.3442988038020425,1.8799852922555045,-5.739945333853967,13.399547501919997,-7.431992711180527,12.29891857110239,1.7490655581043029
btc1_di_spread_d1 LE Q30(-2.59029) & m15_vwap_dist_acc GE Q80(1.17818),btc1_di_spread_d1 LE Q30(-2.59029),m15_vwap_dist_acc GE Q80(1.17818),di_spread,vwap,219,166,0.1924537044090477,1.2535969678365297,3.3348986518847754,1.9518560731860752,-7.478617620471461,8.2581899926751,-8.714043993231797,7.157561061857486,1.7456703691163429
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_ppo_hist_acc LE Q20(-0.0499027),atr,ppo,264,218,0.42159388365510975,1.5599539337007928,3.002578907567596,1.379593900643517,-0.582602676511307,4.79295289750543,-2.274650053837867,4.151039563018102,1.73821670292653
btc1_di_spread_d1 LE Q30(-2.59029) & h1_rvol20_d3 GE Q80(0.621147),btc1_di_spread_d1 LE Q30(-2.59029),h1_rvol20_d3 GE Q80(0.621147),di_spread,rvol,222,114,0.5857132620846578,1.9861408399900586,1.3387820172772424,3.306431078855554,-3.4183930123016424,9.621538122034643,-4.209539488727302,8.52090919121703,1.7377526992183048
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_di_spread_d1 LE Q30(-2.59029),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_di_spread_d1 LE Q30(-2.59029),atr,di_spread,327,226,0.6603148006057525,1.066497437374911,2.0528786002101036,1.1709024567224953,-1.5174094599419448,10.90239513181573,-3.2094568372684975,9.80176620099813,1.7215058367846194
btc1_roc4_acc LE Q20(-1.11272) & btc1_tsi_d1 LE Q30(-0.211069),btc1_roc4_acc LE Q20(-1.11272),btc1_tsi_d1 LE Q30(-0.211069),roc,tsi,163,113,0.7170125447248364,2.509374087431147,0.9258929690433809,3.145201994740551,1.9759583943197043,10.017439379603339,0.8974079495084766,9.80176620099813,1.720132424587978
btc1_roc12_d1 LE Q20(-0.733136) & m15_ppo_hist_acc GE Q80(0.0753278),btc1_roc12_d1 LE Q20(-0.733136),m15_ppo_hist_acc GE Q80(0.0753278),roc,ppo,195,140,-0.0871710810875584,1.469256748226732,3.724370186039242,2.4081828428826304,-11.637381231289865,8.456124588200055,-13.329428608616425,7.355495657382448,1.7053017526840475
btc1_bb_width GE Q80(0.0434586) & btc4_rvol20 GE Q80(1.45631),btc1_bb_width GE Q80(0.0434586),btc4_rvol20 GE Q80(1.45631),bb_,rvol,181,133,0.7258575268196615,1.7319430291128892,0.9980811375908253,2.9512354505511444,-0.5763244243767005,27.290711054365474,-0.6109132381673419,27.69384152204411,1.6944306669158389
btc1_atr_pct GE Q70(0.804549) & btc4_rvol20 GE Q80(1.45631),btc1_atr_pct GE Q70(0.804549),btc4_rvol20 GE Q80(1.45631),atr,rvol,228,220,0.7727207037171346,0.831503523206546,3.4154637929297973,0.8191282628269192,2.188529699884228,12.611968744044212,1.373675305013812,12.420430722317512,1.6849783636408568
h1_atr_pct_d1 GE Q80(0.0524861) & h1_rvol20_d3 GE Q80(0.621147),h1_atr_pct_d1 GE Q80(0.0524861),h1_rvol20_d3 GE Q80(0.621147),atr,rvol,241,148,0.7110651762841405,1.8479699387383177,1.2675592202162176,1.960828577210244,-5.500558165006218,6.77658790866338,-7.192605542332771,5.675958977845774,1.669755540703516
btc1_atr_pct GE Q70(0.804549) & btc1_bb_width GE Q80(0.0434586),btc1_atr_pct GE Q70(0.804549),btc1_bb_width GE Q80(0.0434586),atr,bb_,318,234,0.5156533465332808,0.7000986977923455,2.4791543741518476,1.3654108576439858,-3.8773425278549354,11.89324302531849,-5.254924496376461,11.647314949201736,1.6596454384140893
btc1_atr_pct GE Q60(0.732295) & btc4_rvol20 GE Q80(1.45631),btc1_atr_pct GE Q60(0.732295),btc4_rvol20 GE Q80(1.45631),atr,rvol,289,229,0.6776531201665189,0.8226340535676501,2.555318851545958,0.8797210196640286,2.205223683979412,12.482949291880658,1.5512385903898789,12.2556828064779,1.6545556221577273
btc1_atr_pct GE Q70(0.804549) & btc4_adx_d3 GE Q80(2.8644),btc1_atr_pct GE Q70(0.804549),btc4_adx_d3 GE Q80(2.8644),atr,adx,212,186,0.0359442042013281,1.7648841634812604,1.5347574712597547,3.0258073127953393,2.097500239440663,19.723405694190838,0.40545286211410314,19.160411171975383,1.6417357398865848
btc1_roc12_d1 LE Q20(-0.733136) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_roc12_d1 LE Q20(-0.733136),m15_atr_pct_d3 GE Q80(0.0315324),roc,atr,190,100,-0.36859988556270024,2.2126641916037157,3.5373868470247576,2.584331663148837,-10.881645738712269,16.884696016771485,-12.573693116038825,15.784067085953879,1.6378085431039922
btc1_bb_width GE Q80(0.0434586) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_bb_width GE Q80(0.0434586),btc1_ppo_hist_acc LE Q20(-0.0499027),bb_,ppo,199,145,0.8073983310866936,0.8025106433879009,3.4744506411277625,1.048423750610982,-4.174425426625511,16.60883394780597,-5.3639602411380025,16.88751536181595,1.6184224263773577
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_di_spread_d1 LE Q30(-2.59029),btc1_vwap_dist_acc LE Q20(-0.820672),di_spread,vwap,229,152,0.15477873608774884,1.7948948762729513,2.962921710616487,1.65647018528861,-3.2374260191075805,10.937327595718855,-4.92947339643414,10.494593401743344,1.6155366728744487
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_roc4 LE Q20(-0.189272),btc1_di_spread_d1 LE Q30(-2.59029),btc1_roc4 LE Q20(-0.189272),di_spread,roc,291,282,0.8682892523565472,0.4944995928817337,2.408753364213162,1.0623979683468914,1.2254260645071255,4.955618002587087,0.9079491339159631,4.209599000847497,1.6118193258421583
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_vwap_dist_d1 LE Q20(-0.503192),ppo,vwap,285,218,0.23181190669367108,1.1556534002277712,2.551803896609684,1.4910161914155386,-2.1097159141508612,6.627815282826532,-3.801763291477421,5.985901948339205,1.5835013548551353
btc1_ppo_hist_acc LE Q20(-0.0499027) & m15_roc12_acc GE Q80(1.37304),btc1_ppo_hist_acc LE Q20(-0.0499027),m15_roc12_acc GE Q80(1.37304),ppo,roc,158,137,-0.22028300374644777,1.973195632403296,3.8641855900934283,2.038143010868407,-4.279380582149976,5.760608425530613,-5.338516567071473,4.659979494712999,1.5827082583160303
btc1_di_spread_d1 LE Q30(-2.59029) & btc4_rvol20 GE Q80(1.45631),btc1_di_spread_d1 LE Q30(-2.59029),btc4_rvol20 GE Q80(1.45631),di_spread,rvol,148,180,0.10637268205383937,1.8932177486474862,2.232715506218316,1.5260508652648035,-0.4904650843737173,16.551362683438157,-2.18251246170027,16.0062893081761,1.574059345553426
btc1_vwap_dist_d1 LE Q20(-0.503192) & m15_atr_pct_d3 GE Q80(0.0315324),btc1_vwap_dist_d1 LE Q20(-0.503192),m15_atr_pct_d3 GE Q80(0.0315324),vwap,atr,199,112,0.17536961978625842,2.67693777400267,3.5347092859626477,1.5547538097437568,-2.6668877381832985,18.456124588200055,-4.3589351155098655,17.35549565738245,1.562938095074319
btc1_atr_pct GE Q70(0.804549) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_atr_pct GE Q70(0.804549),btc1_ppo_hist_acc LE Q20(-0.0499027),atr,ppo,310,240,0.5601158327029971,1.1202214610761911,4.064692209730842,1.1113807790756993,-1.968233175045036,2.8013626834381498,-3.3376999072103004,2.534067085953872,1.5456956183831394
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_roc4_acc LE Q20(-1.11272),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_roc4_acc LE Q20(-1.11272),ppo,roc,156,129,0.5272891462806264,1.7331925148474965,1.1590439680687887,2.4741251746806325,-2.534817128725763,9.845936326849007,-4.226864506052323,9.520501194481014,1.5257513103665958
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_di_spread_d1 LE Q30(-2.59029),btc1_ppo_hist_d1 LE Q20(-0.0309186),di_spread,ppo,352,283,0.12201992538229559,0.7852046213341005,2.0701064483365306,1.4899321373502885,-1.7189663128749473,3.047240186382794,-3.1269227811106006,2.299968146024547,1.4978446177241238
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_roc4_d3 LE Q30(-0.481176),btc1_bb_width_acc LE Q20(-0.00165171),btc1_roc4_d3 LE Q30(-0.481176),bb_,roc,173,111,0.09922899781543396,2.8579824908362004,1.1737466496533817,3.264032086825951,4.731375253073558,28.848659980735448,3.6173625578279314,28.648931950818742,1.487264156217581
btc4_roc4 GE Q80(1.9053) & h4_donch_pos_d3 GE Q80(0.24812),btc4_roc4 GE Q80(1.9053),h4_donch_pos_d3 GE Q80(0.24812),roc,donch,153,87,0.24368496104607457,1.5352940617465893,1.9348238016130126,0.9943612133985565,5.396304037689525,10.861707511024356,3.704256660362965,12.059929154919395,1.4740204287825762
btc4_donch_pos_acc LE Q20(-0.0125877) & btc4_mfi_acc LE Q30(-1.58929),btc4_donch_pos_acc LE Q20(-0.0125877),btc4_mfi_acc LE Q30(-1.58929),donch,mfi,181,117,1.7134507561589674,0.9759889503830383,2.077246878045082,0.3402335194981455,14.340802647446509,2.4915336236090937,13.75372764581055,3.9550072568940493,1.4700686237273377
m15_ppo_hist_acc GE Q80(0.0753278) & m15_vwap_dist_acc GE Q80(1.17818),m15_ppo_hist_acc GE Q80(0.0753278),m15_vwap_dist_acc GE Q80(1.17818),ppo,vwap,405,368,0.5274138096981352,0.377373985872286,2.186684443366122,1.0637093355614546,1.1261515322429005,1.2977394950323529,-0.3189822648367411,0.19711056421474638,1.4684882221042928
btc1_atr_pct GE Q60(0.732295) & btc4_roc4 GE Q80(1.9053),btc1_atr_pct GE Q60(0.732295),btc4_roc4 GE Q80(1.9053),atr,roc,322,138,0.40408028225764797,1.9696380496250763,2.1277379806039427,0.9800173581904479,2.191253901693102,11.261507610974384,0.8097655305777209,10.8855163613162,1.4660305681104433
btc1_vwap_dist_acc LE Q20(-0.820672) & btc4_rvol20 GE Q80(1.45631),btc1_vwap_dist_acc LE Q20(-0.820672),btc4_rvol20 GE Q80(1.45631),vwap,rvol,164,166,0.7242084491806493,1.2625782691639393,3.0631374368459836,0.8849922615186632,-3.160207998019068,6.450961077012451,-4.242499277784653,6.555151423303272,1.4295444852030474
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc4_adx_d1 GE Q80(1.15404),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc4_adx_d1 GE Q80(1.15404),ppo,adx,160,96,-0.3513103315079796,2.9534804861866517,3.4362575000006705,2.0497864084725146,-4.73032994923858,25.30136268343815,-6.42237732656514,24.20073375262055,1.4281186319560748
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_roc4_d3 LE Q20(-0.804736),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_roc4_d3 LE Q20(-0.804736),ppo,roc,255,203,0.6156897960988051,0.9077692711971567,1.26244547826358,0.9210916304995007,-1.5318005374738703,14.638390598052275,-3.2238479148004373,14.030372504673089,1.4263504521780812
m15_ppo_hist_d3 LE Q20(-0.0662479) & m15_vwap_dist_acc GE Q80(1.17818),m15_ppo_hist_d3 LE Q20(-0.0662479),m15_vwap_dist_acc GE Q80(1.17818),ppo,vwap,159,147,0.6455838123938565,0.6700409284363829,4.667177239088577,1.0162614074931944,-4.506273345464997,2.2996620031660484,-6.19832072279155,1.1990330723484348,1.4026906050672698
btc1_roc4_d3 LE Q30(-0.481176) & btc1_tsi_d1 LE Q30(-0.211069),btc1_roc4_d3 LE Q30(-0.481176),btc1_tsi_d1 LE Q30(-0.211069),roc,tsi,376,263,0.6166568488923959,1.0317354637355467,1.8752249081503325,0.5785491560788564,4.325521114591204,10.892300579509126,3.431346077690179,10.552127922455782,1.393598559962792
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_roc4 LE Q20(-0.189272),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_roc4 LE Q20(-0.189272),ppo,roc,262,245,0.6010425369916835,0.3433956850911217,2.4298191396252173,1.1403095278410946,-1.4240322393149185,7.74183887391434,-2.734400227328493,7.049373208402855,1.386296241206199
btc1_atr_pct GE Q60(0.732295) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_atr_pct GE Q60(0.732295),btc1_ppo_hist_acc LE Q20(-0.0499027),atr,ppo,347,260,0.3506877920160787,0.9034602899292248,3.5585493144859957,1.1610766374117585,-2.0267996898725826,2.9616190936945586,-3.430662629158803,3.0148363167231125,1.3823471861484837
btc1_ppo_hist_acc LE Q20(-0.0499027) & m15_vwap_dist_acc GE Q80(1.17818),btc1_ppo_hist_acc LE Q20(-0.0499027),m15_vwap_dist_acc GE Q80(1.17818),ppo,vwap,183,134,-0.0027845210028725614,1.8211313027386975,3.763653951048232,1.9319760670831834,-10.847133227927106,2.9443975093088,-12.539180605253662,1.8437685784911935,1.3529939371374244
btc1_bb_width GE Q80(0.0434586) & btc1_roc12_d1 LE Q20(-0.733136),btc1_bb_width GE Q80(0.0434586),btc1_roc12_d1 LE Q20(-0.733136),bb_,roc,170,84,0.46158720939495973,0.8904554214260177,3.400512148499769,1.486639835738192,-11.531800537473877,14.884696016771485,-12.635612620682792,14.974543276430069,1.3495607765952797
