name,a,b,family_a,family_b,disc_n,cal_n,disc_net24_imp,cal_net24_imp,disc_net72_imp,cal_net72_imp,disc_success_imp,cal_success_imp,disc_danger_imp,cal_danger_imp,score
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_bb_width_acc LE Q20(-0.00165171),btc1_vwap_dist_d1 LE Q20(-0.503192),bb_,vwap,173,129,0.47501886736428456,1.0702057986782503,3.240878518263024,0.6995728155583897,4.153340570992633,12.946711520647455,2.46129319366608,13.396470186729076,1.348417763925775
btc1_di_spread_d1 LE Q30(-2.59029) & btc4_mfi_acc LE Q30(-1.58929),btc1_di_spread_d1 LE Q30(-2.59029),btc4_mfi_acc LE Q30(-1.58929),di_spread,mfi,254,103,1.095905258453918,0.8359657906010421,1.7735349063979409,0.7646040395073893,2.164355090131501,-5.018216604587739,0.8660085002065117,-5.147971748997577,1.3470638969908477
btc1_roc4_d3 LE Q20(-0.804736) & btc1_tsi_d1 LE Q30(-0.211069),btc1_roc4_d3 LE Q20(-0.804736),btc1_tsi_d1 LE Q30(-0.211069),roc,tsi,265,175,0.58048157991592,1.9473230812124753,0.6964434951085642,1.3059132985341326,1.9088209941576508,22.5989817310572,0.5941321073971224,22.64120994309674,1.3460723469971563
btc4_mfi_acc LE Q30(-1.58929) & m15_ppo_hist_acc GE Q80(0.0753278),btc4_mfi_acc LE Q30(-1.58929),m15_ppo_hist_acc GE Q80(0.0753278),mfi,ppo,144,86,1.120922802593179,0.6866301050507851,0.6345770049994778,0.9599038777415335,5.478003384094748,0.9312076446784587,3.7859560067681954,-0.16942128613914775,1.3457549136678337
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_roc12_d1 LE Q20(-0.733136),btc1_bb_width_acc LE Q20(-0.00165171),btc1_roc12_d1 LE Q20(-0.733136),bb_,roc,150,80,-0.06136762010305728,2.5033728525691257,1.3371889999233488,2.395228347636611,1.6446700507614196,13.634696016771485,-0.04737732656513316,13.784067085953879,1.3242139348118314
btc1_atr_pct GE Q70(0.804549) & btc4_roc4 GE Q80(1.9053),btc1_atr_pct GE Q70(0.804549),btc4_roc4 GE Q80(1.9053),atr,roc,269,111,0.6338086440918995,2.082495789909174,2.9360558035600586,0.49730882068301785,4.254335478270711,9.028840160915628,2.5622881009441514,8.829112130998922,1.3099932911419219
h4_donch_pos_d3 GE Q80(0.24812) & h4_ppo_hist_d3 GE Q80(0.373358),h4_donch_pos_d3 GE Q80(0.24812),h4_ppo_hist_d3 GE Q80(0.373358),donch,ppo,179,150,0.13427827299147754,0.4080529738783231,1.4178383949947104,0.8856548627950217,5.454725916683209,6.218029350104821,5.997315410865035,6.450733752620543,1.3035212215042964
btc1_atr_pct GE Q80(0.907279) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_atr_pct GE Q80(0.907279),btc1_ppo_hist_acc LE Q20(-0.0499027),atr,ppo,239,203,0.16548227203612587,1.3158710298283602,4.5279272922924925,1.3444028819542524,-3.9536563090712136,5.771395524160646,-5.227293644556774,5.163377430781473,1.2867295918271064
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_vwap_dist_d1 LE Q20(-0.503192),atr,vwap,304,233,0.5253145654407395,0.98296741336876,2.3372633010415154,0.8712469926948329,-1.868487843975423,6.0864127549689115,-3.56053522130199,5.414968373507527,1.26929621839027
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_vwap_dist_acc LE Q20(-0.820672),atr,vwap,274,198,0.20817082798402647,1.597331274406534,2.3134401107037155,0.9341840216688404,2.3453999777687145,4.783685915761389,0.6533526004421546,4.188107489994287,1.2257839009947715
btc1_roc12_d1 LE Q20(-0.733136) & m15_vwap_dist_acc GE Q80(1.17818),btc1_roc12_d1 LE Q20(-0.733136),m15_vwap_dist_acc GE Q80(1.17818),roc,vwap,196,120,-0.27213726328695925,0.4760039461638129,3.4130955173107402,2.1606356588245657,-13.314513622707967,3.218029350104821,-15.006561000034523,2.1174004192872076,1.188931766855677
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_roc4_d1 LE Q20(-0.766142),btc1_di_spread_d1 LE Q30(-2.59029),btc1_roc4_d1 LE Q20(-0.766142),di_spread,roc,267,214,0.33081314652863847,1.1719807243408487,3.2337615662462627,1.0287190080186055,-3.2766782638453193,5.071611904621953,-4.968725641171879,4.438272693430513,1.1618572938084468
btc4_rvol20 GE Q80(1.45631) & h4_donch_pos_d3 GE Q80(0.24812),btc4_rvol20 GE Q80(1.45631),h4_donch_pos_d3 GE Q80(0.24812),rvol,donch,144,101,-0.01053284870916292,1.929539439872733,1.0677977851850944,4.693457320359175,2.7002256063169767,23.3005376009299,1.0081782289904169,23.19000768001328,1.158435269245249
btc1_vwap_dist_d1 LE Q20(-0.503192) & m15_roc12_acc GE Q80(1.37304),btc1_vwap_dist_d1 LE Q20(-0.503192),m15_roc12_acc GE Q80(1.37304),vwap,roc,161,139,-0.31097693696709994,1.5190438673024098,3.888028922100707,1.8815202261829773,-8.057193303275845,8.769588103102421,-9.128122668180055,7.668959172284822,1.1462650367540008
btc1_ppo_hist_acc LE Q20(-0.0499027) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_vwap_dist_acc LE Q20(-0.820672),ppo,vwap,345,257,0.36147123321889596,0.8229442681903596,2.977004692769259,0.7551572743071346,1.6736555580077948,0.6823613864212916,0.27146325314500785,0.7490476307009644,1.1425286141815694
btc1_atr_pct_d1 GE Q80(0.0207423) & btc4_rvol20 GE Q80(1.45631),btc1_atr_pct_d1 GE Q80(0.0207423),btc4_rvol20 GE Q80(1.45631),atr,rvol,154,142,0.8272123681831781,2.2428771617862013,3.498086896437777,0.5326788169448641,-3.9916935856022135,18.405822777334862,-5.034390313578129,18.009419198629935,1.1394525712884132
btc1_bb_width GE Q80(0.0434586) & btc1_tsi_d1 LE Q30(-0.211069),btc1_bb_width GE Q80(0.0434586),btc1_tsi_d1 LE Q30(-0.211069),bb_,tsi,155,85,0.5006219046895246,1.9527070953028343,0.8026514560488115,2.6084523047887145,-3.5811364008514843,34.29646072265383,-4.628022487855468,34.372302380071524,1.1032788189556821
btc1_roc12_d1 LE Q20(-0.733136) & h4_ppo_hist_d3 GE Q80(0.373358),btc1_roc12_d1 LE Q20(-0.733136),h4_ppo_hist_d3 GE Q80(0.373358),roc,ppo,169,82,0.25476084106752667,-0.019026001240188162,1.8417610577121635,2.079239444877288,0.4730724176253247,-15.603108861277295,-1.2189749597012352,-15.484225596972948,1.0449572786941976
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc4_roc4 GE Q80(1.9053),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc4_roc4 GE Q80(1.9053),ppo,roc,202,122,-0.0688078181024462,1.3598734935439591,1.3397334919053017,1.7716817064065278,-4.21671608785244,9.966663229886237,-5.908763465179,9.685706430216172,1.026248921863702
btc1_bb_width GE Q80(0.0434586) & btc4_roc4 LE Q20(-0.378217),btc1_bb_width GE Q80(0.0434586),btc4_roc4 LE Q20(-0.378217),bb_,roc,159,155,0.11265424571217747,1.2245804280654413,1.0593344877503088,3.4383071259965563,-2.6194808926348045,19.723405694190838,-4.311528269961364,19.267938053695815,1.007173741284215
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_roc4_d3 LE Q20(-0.804736),btc1_di_spread_d1 LE Q30(-2.59029),btc1_roc4_d3 LE Q20(-0.804736),di_spread,roc,243,238,0.7093959562829656,0.868193829029247,1.2183621904338433,0.2769806502828869,0.796933425247019,14.0443598823177,-0.8951139520795408,13.36389901872699,0.9923823302816723
btc1_roc4_d3 LE Q30(-0.481176) & h4_donch_pos_d3 GE Q80(0.24812),btc1_roc4_d3 LE Q30(-0.481176),h4_donch_pos_d3 GE Q80(0.24812),roc,donch,160,128,0.12875123365140315,0.2818559243208981,0.6660917305476634,0.6211940263257651,5.26967005076142,11.759696016771485,4.20262267343486,11.440317085953879,0.9920878149687081
btc1_roc4_d3 LE Q30(-0.481176) & btc4_mfi_acc LE Q30(-1.58929),btc1_roc4_d3 LE Q30(-0.481176),btc4_mfi_acc LE Q30(-1.58929),roc,mfi,189,95,1.4447734885680366,0.6548276660071466,2.140108183490291,0.06552918994220647,12.554722960814324,4.8846960167714855,10.862675583487771,5.889330243848612,0.9846843413294699
btc1_bb_width GE Q80(0.0434586) & btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_bb_width GE Q80(0.0434586),btc1_ppo_hist_d1 LE Q20(-0.0309186),bb_,ppo,178,112,0.31837116128433324,0.9500518346532194,1.023645372758101,1.6364853250939664,-6.647464780699252,25.598981731057194,-8.339512158025812,25.391209943096733,0.9758023474609404
btc1_atr_pct GE Q70(0.804549) & h4_donch_pos_d3 GE Q80(0.24812),btc1_atr_pct GE Q70(0.804549),h4_donch_pos_d3 GE Q80(0.24812),atr,donch,178,126,0.5684657429388056,0.0868954029750848,3.268995359937687,0.7144978101155769,3.4648947698625463,5.36088649296196,2.3346451453449717,5.053908355795144,0.9520329590934375
btc4_bb_width GE Q80(0.0942267) & h4_chop14 LE Q20(41.1434),btc4_bb_width GE Q80(0.0942267),h4_chop14 LE Q20(41.1434),bb_,chop,152,164,-0.5473256143698528,2.1283375522957324,1.2651252459579374,3.1807485526851256,5.039406892866687,16.104208211893436,4.00525425238223,15.613335378636805,0.9490869234217297
btc1_atr_pct GE Q80(0.907279) & h4_ppo_hist_d3 GE Q80(0.373358),btc1_atr_pct GE Q80(0.907279),h4_ppo_hist_d3 GE Q80(0.373358),atr,ppo,141,111,1.5452369848443732,0.2929582405104431,4.037056881581814,1.0216125021038216,5.743960830903262,-7.187376055300589,4.051913453576702,-8.288004986118196,0.9331893612328831
btc1_atr_pct GE Q60(0.732295) & h4_donch_pos_d3 GE Q80(0.24812),btc1_atr_pct GE Q60(0.732295),h4_donch_pos_d3 GE Q80(0.24812),atr,donch,218,146,0.5792733699553996,0.04805814622886451,2.587513272538508,0.7382856155459959,3.2226517021375685,5.980586427730387,2.44803551747156,5.564889003762097,0.9319840231884187
btc1_bb_width_acc LE Q20(-0.00165171) & btc4_rvol20 GE Q80(1.45631),btc1_bb_width_acc LE Q20(-0.00165171),btc4_rvol20 GE Q80(1.45631),bb_,rvol,183,121,-0.06535369861655403,2.3332207753699845,1.0084466199782423,2.142457570332816,0.08182852070677882,19.430150562226025,-1.063770769188089,19.155967912400158,0.9242723615991298
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_vwap_dist_d1 LE Q20(-0.503192),btc1_di_spread_d1 LE Q30(-2.59029),btc1_vwap_dist_d1 LE Q20(-0.503192),di_spread,vwap,352,253,0.34268795852973966,0.8877360683809841,2.8648717420969025,0.7813912134785186,-3.4235117674204005,5.9914153843604225,-5.11555914474696,5.286043370538863,0.919062636090707
btc4_roc4 GE Q80(1.9053) & btc4_rvol20 GE Q80(1.45631),btc4_roc4 GE Q80(1.9053),btc4_rvol20 GE Q80(1.45631),roc,rvol,216,97,0.07646089243067443,2.975804804734386,0.8112412346107002,2.002170251695845,0.848373754465122,18.4929434394519,0.08225230306448594,18.423242343685835,0.914798385736618
btc1_di_spread_d1 LE Q30(-2.59029) & btc1_roc4_d3 LE Q30(-0.481176),btc1_di_spread_d1 LE Q30(-2.59029),btc1_roc4_d3 LE Q30(-0.481176),di_spread,roc,330,349,0.5075061970313938,0.6623401974434674,2.3229791579551122,0.24929366957426113,1.4628518689432326,6.431973953734236,0.6798954007075864,5.617877974206031,0.8142833306881037
btc1_ppo_hist_d1 LE Q20(-0.0309186) & h1_rvol20_d3 GE Q80(0.621147),btc1_ppo_hist_d1 LE Q20(-0.0309186),h1_rvol20_d3 GE Q80(0.621147),ppo,rvol,154,81,0.24265121831960706,2.5718494454131693,0.989367935148114,3.3818219912206033,-7.887797481706116,11.79827626368506,-9.579844859032676,10.697647332867454,0.8037883318358842
btc1_ppo_hist_d1 LE Q20(-0.0309186) & btc1_roc4_d3 LE Q30(-0.481176),btc1_ppo_hist_d1 LE Q20(-0.0309186),btc1_roc4_d3 LE Q30(-0.481176),ppo,roc,303,258,0.434210748103235,0.29898654273970326,2.4864004566302134,0.6004275003128785,-1.411435559799635,9.845936326849007,-2.773449933825866,9.13290429525621,0.8016019775820754
btc1_roc4_acc LE Q20(-1.11272) & btc4_rvol20 GE Q80(1.45631),btc1_roc4_acc LE Q20(-1.11272),btc4_rvol20 GE Q80(1.45631),roc,rvol,179,175,0.5894922645791524,1.2752149454688402,0.22261898902577493,1.7823287248936932,-0.13186626208774044,14.027553159628631,-1.2652544215372146,14.069781371668164,0.7828501773115508
btc1_di_spread_d1 LE Q30(-2.59029) & h4_donch_pos_d3 GE Q80(0.24812),btc1_di_spread_d1 LE Q30(-2.59029),h4_donch_pos_d3 GE Q80(0.24812),di_spread,donch,151,102,0.06762023762493248,0.7657142159530363,1.2484271286290336,0.7608981237883131,-1.9447339227485116,9.002343075595014,-2.3122779888167955,8.88210630164015,0.7239307839544543
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_roc4_acc LE Q20(-1.11272),btc1_bb_width_acc LE Q20(-0.00165171),btc1_roc4_acc LE Q20(-1.11272),bb_,roc,220,152,0.8729261616199272,1.0159309250231363,1.9694564818457603,0.07424412918780876,11.46285186894324,-4.852146088491672,10.225349946162133,-4.636985545625066,0.7088661972404845
btc1_atr_pct GE Q60(0.732295) & btc1_bb_width_acc LE Q20(-0.00165171),btc1_atr_pct GE Q60(0.732295),btc1_bb_width_acc LE Q20(-0.00165171),atr,bb_,255,203,0.461615199602138,1.384843727967103,2.4130075359110115,0.08173021626017785,3.5662386782124003,3.8009521744069588,2.266348163630937,3.685544918466192,0.6956595394813067
btc1_atr_pct GE Q70(0.804549) & btc4_mfi_acc LE Q30(-1.58929),btc1_atr_pct GE Q70(0.804549),btc4_mfi_acc LE Q30(-1.58929),atr,mfi,225,92,0.6299329981432112,0.45585272718808795,1.3307730188898628,0.43286667495831216,2.755781161872534,-3.5935648527937296,1.5081782289904169,-4.69419378361134,0.6870285808903615
btc1_atr_pct GE Q70(0.804549) & btc1_bb_width_acc LE Q20(-0.00165171),btc1_atr_pct GE Q70(0.804549),btc1_bb_width_acc LE Q20(-0.00165171),atr,bb_,211,165,0.5050011148113638,1.1632822726856957,2.758962120728597,0.18110782870774744,4.194433083936772,0.03621116828663418,2.5023857066102195,-0.45835715647037034,0.6780281354383029
btc1_roc4_d3 LE Q30(-0.481176) & btc4_adx_d1 GE Q80(1.15404),btc1_roc4_d3 LE Q30(-0.481176),btc4_adx_d1 GE Q80(1.15404),roc,adx,144,165,-0.5314348705002414,1.0811061568630882,3.292887680695535,1.3671181879865344,-2.8553299492385804,9.733180865256337,-4.54737732656514,8.63255193443873,0.6590758724778328
btc1_bb_width GE Q80(0.0434586) & h4_donch_pos_d3 GE Q80(0.24812),btc1_bb_width GE Q80(0.0434586),h4_donch_pos_d3 GE Q80(0.24812),bb_,donch,142,112,0.3916575478209715,-0.06723058920441771,2.3212308206949106,0.6942124448966625,1.1939658254093075,7.74183887391434,-0.49808155191725234,8.426924228811018,0.652839199416179
btc1_atr_pct GE Q80(0.907279) & btc4_adx_d3 GE Q80(2.8644),btc1_atr_pct GE Q80(0.907279),btc4_adx_d3 GE Q80(2.8644),atr,adx,150,151,-0.35047001074974626,2.184478984972913,0.9202494407612832,3.34598450480315,2.311336717428091,20.513835089619164,0.619289340101524,20.0754578144307,0.6515053183364102
h4_chop14 LE Q20(41.1434) & h4_ppo_hist_d3 GE Q80(0.373358),h4_chop14 LE Q20(41.1434),h4_ppo_hist_d3 GE Q80(0.373358),chop,ppo,161,116,0.1812704076684767,2.2569123303461764,0.4077101853373154,3.1605275919263844,1.2595768830595588,7.126075327116311,-0.432470494267001,6.025446396298705,0.6181184896122388
btc1_ppo_hist_acc LE Q20(-0.0499027) & h1_rvol20_d3 GE Q80(0.621147),btc1_ppo_hist_acc LE Q20(-0.0499027),h1_rvol20_d3 GE Q80(0.621147),ppo,rvol,150,81,0.225822923672027,2.9093750000076706,0.6056047077275816,2.803014523747047,-3.688663282571916,6.860004658746789,-5.380710659898469,5.759375727929182,0.6131535197244816
btc1_ppo_hist_acc LE Q20(-0.0499027) & btc4_rvol20 GE Q80(1.45631),btc1_ppo_hist_acc LE Q20(-0.0499027),btc4_rvol20 GE Q80(1.45631),ppo,rvol,185,158,0.7839054756497934,1.490121744093694,3.3104080697994487,-0.2252478306665069,0.7257511318425003,14.884696016771485,-0.4257557049435192,15.049889870764005,0.5719150648396911
btc1_roc4_d3 LE Q30(-0.481176) & m15_rvol20_d1 LE Q20(-0.380289),btc1_roc4_d3 LE Q30(-0.481176),m15_rvol20_d1 LE Q20(-0.380289),roc,rvol,172,140,0.43709372917000405,0.5189062366323117,2.734968477266288,-0.0035015927957664505,2.66792586471491,3.456124588200062,2.720064533899979,2.3554956573824484,0.5607398254633339
btc4_adx_d1 GE Q80(1.15404) & h4_chop14 LE Q20(41.1434),btc4_adx_d1 GE Q80(1.15404),h4_chop14 LE Q20(41.1434),adx,chop,159,195,-0.5769855926515155,0.2624136776478027,1.3972599633812628,1.736311720179236,-5.135204163075059,4.8846960167714855,-6.19832072279155,4.29688759877439,0.5422518313816646
btc1_atr_pct GE Q60(0.732295) & btc4_mfi_acc LE Q30(-1.58929),btc1_atr_pct GE Q60(0.732295),btc4_mfi_acc LE Q30(-1.58929),atr,mfi,279,104,0.8801898132874543,0.32692149519958125,1.4288757717706302,0.4565383906513656,3.3722686170696647,-5.307611675536208,2.3970671178793026,-5.446702144815347,0.5152974926885537
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_vwap_dist_acc LE Q20(-0.820672),btc1_bb_width_acc LE Q20(-0.00165171),btc1_vwap_dist_acc LE Q20(-0.820672),bb_,vwap,221,159,0.6332569941960732,0.6959536780936366,1.6715242072723142,-0.23447152123791626,7.155982267955984,1.9916142557651924,5.4639348906294245,2.1488469601677167,0.501510839834467
btc4_mfi_acc LE Q30(-1.58929) & h4_donch_pos_d3 GE Q80(0.24812),btc4_mfi_acc LE Q30(-1.58929),h4_donch_pos_d3 GE Q80(0.24812),mfi,donch,156,84,0.9835939465132426,0.6223995266571654,2.0313444928532722,-0.28038944529743137,6.439541845633215,1.7894579215333906,8.593648314460495,1.8793051811919739,0.43327992262957515
btc1_bb_width GE Q80(0.0434586) & btc4_adx_d3 GE Q80(2.8644),btc1_bb_width GE Q80(0.0434586),btc4_adx_d3 GE Q80(2.8644),bb_,adx,160,136,0.5275519769687125,1.3062588455245248,-0.02365229786168621,4.3864333585867,-1.6053299492385804,25.178813663830304,-2.672377326565133,24.813478850659763,0.4022922340985662
btc1_bb_width_acc LE Q20(-0.00165171) & btc1_ppo_hist_acc LE Q20(-0.0499027),btc1_bb_width_acc LE Q20(-0.00165171),btc1_ppo_hist_acc LE Q20(-0.0499027),bb_,ppo,230,177,0.6290037860685296,0.6043133082534702,2.300131580257563,-0.31628339552525664,4.427278746413599,1.6078598585793955,2.735231369087032,1.63717443058664,0.3690091970973282
btc1_atr_pct GE Q60(0.732295) & btc4_donch_pos_acc LE Q20(-0.0125877),btc1_atr_pct GE Q60(0.732295),btc4_donch_pos_acc LE Q20(-0.0125877),atr,donch,213,92,1.75108010299843,-0.11304239410233186,3.645078448380069,0.23689824095175438,11.287862539024331,4.015130799380181,10.534782297848004,4.001458390301707,0.3243389386368621
btc4_adx_d3 GE Q80(2.8644) & m15_roc12_acc GE Q80(1.37304),btc4_adx_d3 GE Q80(2.8644),m15_roc12_acc GE Q80(1.37304),adx,roc,140,146,0.08233882883021369,1.2709703379479849,0.15024213478881376,1.9382824829347411,2.5018129079042737,16.25455903047012,0.8097655305777209,15.153930099652506,0.3238306614677101
btc1_atr_pct_d1 GE Q80(0.0207423) & btc1_bb_width_acc LE Q20(-0.00165171),btc1_atr_pct_d1 GE Q80(0.0207423),btc1_bb_width_acc LE Q20(-0.00165171),atr,bb_,158,106,0.5371873567412707,1.571894791095482,1.8773687903450282,-0.6177270637146177,7.113024481141167,11.111111111111107,6.05388849621967,10.953878406708597,0.2539287973852814
btc1_roc4_d3 LE Q20(-0.804736) & btc4_rvol20 GE Q80(1.45631),btc1_roc4_d3 LE Q20(-0.804736),btc4_rvol20 GE Q80(1.45631),roc,rvol,141,171,-0.18247015986148823,1.4014782087571307,0.3305705958634092,1.4625023405703805,-1.3482377506570202,15.76188899922763,-1.6218454116715222,15.246055390047452,0.07521639524877992
btc1_roc4 LE Q20(-0.189272) & h1_rvol20_d3 GE Q80(0.621147),btc1_roc4 LE Q20(-0.189272),h1_rvol20_d3 GE Q80(0.621147),roc,rvol,148,94,0.3210033167713426,1.5625194881181086,0.011335894370041455,2.2102975777252865,-5.895870489779121,12.757036442303402,-7.5879178671056735,11.656407511485789,0.0037047391058969426
btc1_roc4_d3 LE Q30(-0.481176) & btc4_donch_pos_acc LE Q20(-0.0125877),btc1_roc4_d3 LE Q30(-0.481176),btc4_donch_pos_acc LE Q20(-0.0125877),roc,donch,195,149,1.7816085688106102,-0.745330147362299,2.0686329946427904,0.6371051255287355,19.13184953794091,-2.9005388825573775,18.46544318625537,-3.330026873777669,-0.26184172578583814
btc1_bb_width GE Q80(0.0434586) & btc4_adx_d1 GE Q80(1.15404),btc1_bb_width GE Q80(0.0434586),btc4_adx_d1 GE Q80(1.15404),bb_,adx,195,112,0.07784838292582819,1.072349927101701,-0.01787666015298528,3.961734011791563,-7.534817128725763,19.348981731057194,-8.714043993231797,19.141209943096733,-0.34035367095356595
btc1_di_spread_d1 LE Q30(-2.59029) & btc4_donch_pos_acc LE Q20(-0.0125877),btc1_di_spread_d1 LE Q30(-2.59029),btc4_donch_pos_acc LE Q20(-0.0125877),di_spread,donch,147,101,1.1916941860010948,-0.5229357087670824,2.973005914382796,0.1552211338064049,7.943989778652572,-2.442036656495837,6.251942401326012,-2.5525665774124633,-0.49202700620380185
btc1_bb_width GE Q80(0.0434586) & btc4_roc4 GE Q80(1.9053),btc1_bb_width GE Q80(0.0434586),btc4_roc4 GE Q80(1.9053),bb_,roc,283,112,0.44153734345371287,0.03027911566120811,1.3539233499013932,-0.5285776256057837,-1.486071998708546,4.17041030248577,-2.471405595116373,4.855495657382448,-0.5923087818081594
btc4_adx_d3 GE Q80(2.8644) & btc4_roc12 LE Q20(-2.18415),btc4_adx_d3 GE Q80(2.8644),btc4_roc12 LE Q20(-2.18415),adx,roc,175,271,-0.5706487960701315,-0.16618690024427119,-0.5950887967371885,1.8730653931742582,-0.3553299492385804,4.368090850719824,-2.0473773265651403,3.6364656099391226,-1.2173450378157802
btc4_adx_d3 GE Q80(2.8644) & h4_chop14 LE Q20(41.1434),btc4_adx_d3 GE Q80(2.8644),h4_chop14 LE Q20(41.1434),adx,chop,168,223,-0.5312709120922529,0.5766714574778976,-0.6875228467229719,2.0656125794103044,-2.2600918540004855,10.176175837399285,-3.3569011360889505,9.523977399855227,-1.3537345371570182
btc1_tsi_d1 LE Q30(-0.211069) & btc4_donch_pos_acc LE Q20(-0.0125877),btc1_tsi_d1 LE Q30(-0.211069),btc4_donch_pos_acc LE Q20(-0.0125877),tsi,donch,166,82,1.6193276506513676,-0.9346350062168306,1.2578504189809778,-1.3483164204150277,10.849489327869854,-0.9689625198138785,10.362261227651729,-2.069591450631492,-2.3534121312389047
btc1_roc4_d3 LE Q20(-0.804736) & btc4_donch_pos_acc LE Q20(-0.0125877),btc1_roc4_d3 LE Q20(-0.804736),btc4_donch_pos_acc LE Q20(-0.0125877),roc,donch,142,92,2.132649900338573,-1.8747211420805447,2.5331841887232467,-1.2747388184989412,18.799599628226204,-5.767477896271991,18.516002955125003,-6.868106827089605,-3.459846434009438
