name,q,threshold,disc_n,cal_n,disc_win,cal_win,disc_mean,cal_mean,disc_pf,cal_pf
NON_R2_R2WIN_SIM_Q500,0.5,0.017176124984711567,64,44,75.0,40.909090909090914,2.812311011429215,-1.7259634500316265,4.817337925823583,0.40947952072326427
NON_R2_R2WIN_SIM_Q600,0.6,0.11676407376736622,51,43,80.3921568627451,39.53488372093023,2.7310439403690396,-1.8752347828849423,5.685478281630274,0.3729895226029844
NON_R2_R2WIN_SIM_Q700,0.7,0.26111168446181005,39,35,82.05128205128204,34.285714285714285,2.7373335288919973,-2.2714985414170275,6.9202107224914435,0.2789135823907048
NON_R2_R2WIN_SIM_Q750,0.75,0.35329549406229116,32,24,87.5,41.66666666666667,2.98855451632369,-1.2442261092686788,8.719182869124168,0.45841401733560666
NON_R2_R2WIN_SIM_Q800,0.8,0.5711942187573682,26,16,88.46153846153845,50.0,2.182778210522153,-0.5858732244215659,5.991487830166769,0.7100122870292591
NON_R2_R2WIN_SIM_Q850,0.85,0.6710627414781293,20,8,90.0,50.0,1.9511166199095442,-1.5269038587399386,5.991197901051911,0.3943512801742138
