name,a,b,stable_dev,score,disc_veto,cal_veto,disc_bad_removed,cal_bad_removed,disc_clean_preserved,cal_clean_preserved,disc_delayed_preserved,cal_delayed_preserved,disc_net24_imp,cal_net24_imp,disc_net72_imp,cal_net72_imp
m15_adx_acc GE Q60(0.326347) OR btc4_cmo_acc GE Q90(32.0256),m15_adx_acc GE Q60(0.326347),btc4_cmo_acc GE Q90(32.0256),True,0.8704428399015637,46.23519458544839,48.0083857442348,49.29936305732484,52.10526315789473,54.19287211740041,50.44776119402985,57.79685264663805,56.993006993006986,0.20688257741028077,0.17430784655275622,0.7966864718748085,0.6348516239112785
m15_chop14 GE Q60(55.1317) OR btc1_stoch_spread_d1 GE Q90(3.01605),m15_chop14 GE Q60(55.1317),btc1_stoch_spread_d1 GE Q90(3.01605),True,0.862422466493704,46.277495769881554,45.911949685534594,49.42675159235669,48.421052631578945,54.61215932914046,52.537313432835816,56.79542203147353,58.39160839160839,0.31624612746902026,0.25188747194614125,0.5603529356266758,0.586126542045114
m15_chop14 GE Q60(55.1317) OR btc4_donch_pos LE Q10(0.241459),m15_chop14 GE Q60(55.1317),btc4_donch_pos LE Q10(0.241459),True,0.8624109111616354,46.7005076142132,50.9958071278826,49.681528662420384,52.368421052631575,53.66876310272537,47.16417910447761,56.79542203147353,52.44755244755245,0.2906028763641567,0.30379574587845487,0.7186878634513262,0.5443557563024991
m15_ppo_hist_d3 GE Q80(0.0158154) OR btc1_rsi_d3 GE Q70(2.76449),m15_ppo_hist_d3 GE Q80(0.0158154),btc1_rsi_d3 GE Q70(2.76449),True,0.8578426574954168,45.26226734348562,49.42348008385744,46.496815286624205,53.289473684210535,54.71698113207547,52.98507462686567,55.65092989985694,49.12587412587413,0.24242930131782936,0.22799519810165492,0.6051565005309901,0.961454290558292
btc4_donch_pos LE Q10(0.241459) OR pre_dd_from_high_24h GE Q50(-2.00467),btc4_donch_pos LE Q10(0.241459),pre_dd_from_high_24h GE Q50(-2.00467),True,0.8564560629755408,57.40270727580372,56.70859538784067,63.43949044585987,61.44736842105263,42.76729559748428,45.820895522388064,51.931330472103,50.17482517482518,0.2775090653666857,0.22037147306562066,0.931773258102314,0.5413091292456809
m15_adx_acc GE Q80(0.667864) OR btc1_stoch_k_d1 GE Q70(1.25682),m15_adx_acc GE Q80(0.667864),btc1_stoch_k_d1 GE Q70(1.25682),True,0.8531440280261526,43.73942470389171,44.0251572327044,44.968152866242036,47.5,54.40251572327044,55.52238805970149,60.80114449213162,61.18881118881119,0.08014426441634746,0.2511957036412909,0.7484252003627986,0.8776241121173559
h4_chop14 GE Q50(50.0109) OR btc1_stoch_spread_d1 GE Q90(3.01605),h4_chop14 GE Q50(50.0109),btc1_stoch_spread_d1 GE Q90(3.01605),True,0.8510615713525825,54.61082910321488,54.926624737945495,55.6687898089172,58.15789473684211,44.12997903563941,43.88059701492537,48.783977110157366,52.62237762237763,0.13283820036255017,0.1338066499233157,0.697064156875986,1.1605223220483534
m15_adx_d3 LE Q30(-2.25983) OR btc1_bb_pctb_d3 GE Q80(0.157098),m15_adx_d3 LE Q30(-2.25983),btc1_bb_pctb_d3 GE Q80(0.157098),True,0.8507562694045911,44.289340101522846,46.17400419287212,46.36942675159236,47.5,56.18448637316562,53.28358208955224,57.36766809728183,55.94405594405595,0.3249637166827623,0.2139451089613852,0.6484869394069886,0.6102912443006483
m15_chop14 GE Q60(55.1317) OR m15_ppo_hist_d3 GE Q80(0.0158154),m15_chop14 GE Q60(55.1317),m15_ppo_hist_d3 GE Q80(0.0158154),True,0.850320618767631,51.26903553299492,51.729559748427675,55.031847133757964,53.68421052631579,50.524109014675055,48.059701492537314,49.92846924177397,50.17482517482518,0.17200225416074877,0.3187113838723266,0.6873327592203847,0.63922534904912
m15_adx_acc GE Q60(0.326347) OR btc1_donch_pos_d3 GE Q90(0.212789),m15_adx_acc GE Q60(0.326347),btc1_donch_pos_d3 GE Q90(0.212789),True,0.8460054625260439,45.09306260575296,47.64150943396226,45.732484076433124,51.31578947368421,53.35429769392034,50.59701492537313,58.798283261802574,55.59440559440559,0.1823119822046364,0.1188668118660886,0.8403898252086998,0.7143502212463521
m15_ppo_hist_d3 GE Q50(-0.0211379) OR btc4_cmo_acc GE Q90(32.0256),m15_ppo_hist_d3 GE Q50(-0.0211379),btc4_cmo_acc GE Q90(32.0256),True,0.8451880568321544,55.24534686971235,54.29769392033543,60.25477707006369,56.71052631578948,46.9601677148847,45.97014925373134,49.64234620886982,49.3006993006993,0.1691303417497309,0.36540415462570913,0.8429212486047696,0.6278010671733425
btc4_donch_pos LE Q10(0.241459) OR pre_dd_from_high_2h GE Q60(-0.585504),btc4_donch_pos LE Q10(0.241459),pre_dd_from_high_2h GE Q60(-0.585504),True,0.8431134992477156,46.36209813874789,47.327044025157235,51.46496815286624,52.23684210526316,57.127882599580715,57.46268656716418,59.084406294706724,58.56643356643356,0.2199400937110283,0.2924124526693424,0.6630725564428636,0.5249774439345689
m15_adx_acc GE Q60(0.326347) OR h4_chop14 GE Q80(58.1804),m15_adx_acc GE Q60(0.326347),h4_chop14 GE Q80(58.1804),True,0.8413800709703013,51.09983079526227,52.620545073375254,54.52229299363057,55.26315789473685,49.266247379454924,45.52238805970149,52.36051502145923,51.57342657342657,0.11976913740227174,0.03849297065819679,0.8164918193433489,0.7500348438848726
m15_ppo_hist_d3 GE Q80(0.0158154) OR btc1_stoch_k_d1 GE Q70(1.25682),m15_ppo_hist_d3 GE Q80(0.0158154),btc1_stoch_k_d1 GE Q70(1.25682),True,0.8396401484590079,44.373942470389174,44.077568134171905,46.62420382165605,46.71052631578947,55.55555555555556,56.865671641791046,58.0829756795422,58.04195804195804,0.07412172076939146,0.15331036355851102,0.7205132006642788,0.9380706159104727
m15_adx_acc GE Q60(0.326347) OR m15_ppo_hist_d3 GE Q80(0.0158154),m15_adx_acc GE Q60(0.326347),m15_ppo_hist_d3 GE Q80(0.0158154),True,0.8394005865518711,50.888324873096444,52.51572327044025,52.99363057324841,55.92105263157895,50.0,46.26865671641791,48.783977110157366,50.17482517482518,0.20482205994242603,0.1457578793497205,0.8665046462024563,0.6515365931991113
m15_adx_acc GE Q60(0.326347) OR btc1_stoch_spread_d1 GE Q90(3.01605),m15_adx_acc GE Q60(0.326347),btc1_stoch_spread_d1 GE Q90(3.01605),True,0.838138094880536,44.923857868020306,48.63731656184486,46.36942675159236,52.10526315789473,55.24109014675053,48.80597014925373,57.224606580829764,57.692307692307686,0.14184220162817224,0.11409782197797103,0.695128895231124,0.774469282374929
h4_chop14 GE Q50(50.0109) OR btc1_bb_pctb_d3 GE Q90(0.254743),h4_chop14 GE Q50(50.0109),btc1_bb_pctb_d3 GE Q90(0.254743),True,0.8356862111291857,54.82233502538071,54.0356394129979,55.92356687898089,57.36842105263158,43.710691823899374,46.71641791044776,49.213161659513595,50.0,0.10500295947192348,0.18061630478614676,0.7086586145852586,1.1081060880872775
m15_chop14 GE Q60(55.1317) OR btc4_cmo_acc GE Q90(32.0256),m15_chop14 GE Q60(55.1317),btc4_cmo_acc GE Q90(32.0256),True,0.8344309020392178,46.954314720812185,46.90775681341719,51.71974522292994,50.26315789473684,54.71698113207547,52.83582089552239,57.36766809728183,57.16783216783217,0.2431572223506952,0.34782561527374223,0.5241656580621296,0.5356830783128832
m15_kdj_j GE Q90(76.5194) OR h4_chop14 GE Q50(50.0109),m15_kdj_j GE Q90(76.5194),h4_chop14 GE Q50(50.0109),True,0.8330170114984442,54.103214890016915,53.56394129979035,56.30573248407643,56.71052631578948,45.38784067085954,47.3134328358209,49.07010014306152,50.52447552447552,0.14482528259965852,0.23023257520026158,0.6441413770175953,0.879857420398473
m15_kdj_spread GE Q80(3.88) OR pre_range_4h LE Q50(2.42148),m15_kdj_spread GE Q80(3.88),pre_range_4h LE Q50(2.42148),True,0.8318810679086912,59.98307952622673,56.60377358490566,65.22292993630573,60.0,41.719077568134175,45.52238805970149,50.35765379113018,50.52447552447552,0.3332476087650821,0.10114339411347406,1.3162108818220837,0.6628131454933304
btc1_bb_pctb_d3 GE Q90(0.254743) OR pre_dd_from_high_24h GE Q50(-2.00467),btc1_bb_pctb_d3 GE Q90(0.254743),pre_dd_from_high_24h GE Q50(-2.00467),True,0.8299470655674044,54.82233502538071,50.786163522012586,59.36305732484076,55.26315789473685,44.75890985324947,52.23880597014925,55.22174535050072,53.4965034965035,0.10806844781751651,0.16210335133821063,0.6323387302954026,0.8765465189050492
m15_ppo_hist_d3 GE Q60(-0.00980363) OR btc4_donch_pos LE Q10(0.241459),m15_ppo_hist_d3 GE Q60(-0.00980363),btc4_donch_pos LE Q10(0.241459),True,0.827986880292537,45.81218274111675,49.266247379454924,50.06369426751592,52.5,56.60377358490566,52.38805970149254,56.65236051502146,52.972027972027966,0.2197224954222864,0.2949717809724532,0.8086624074885517,0.543589332459349
m15_adx_acc GE Q70(0.476858) OR pre_dd_from_high_2h GE Q60(-0.585504),m15_adx_acc GE Q70(0.476858),pre_dd_from_high_2h GE Q60(-0.585504),True,0.8250404680670151,55.964467005076145,53.19706498951782,59.23566878980891,57.631578947368425,45.59748427672956,48.656716417910445,49.49928469241774,51.048951048951054,0.09473983280797223,0.4097742206249081,0.7593382241737562,0.6648765995643875
m15_chop14 GE Q60(55.1317) OR h4_donch_pos_d3 LE Q30(0.0363804),m15_chop14 GE Q60(55.1317),h4_donch_pos_d3 LE Q30(0.0363804),True,0.824268706658445,57.021996615905245,58.01886792452831,59.10828025477707,63.1578947368421,43.08176100628931,46.26865671641791,44.63519313304721,42.83216783216783,0.11267437683108933,0.6252530416927902,0.6698686570499192,0.8281421437454752
h4_chop14 GE Q80(58.1804) OR btc1_stoch_spread_d1 GE Q70(-1.83159),h4_chop14 GE Q80(58.1804),btc1_stoch_spread_d1 GE Q70(-1.83159),True,0.8236022419610189,44.247038917089675,43.76310272536688,45.85987261146497,46.578947368421055,54.088050314465406,58.05970149253732,58.798283261802574,59.96503496503497,0.17973593608781663,0.15949090316072922,0.6318546649127837,0.8181197576449638
m15_ppo_hist_d3 GE Q80(0.0158154) OR pre_dd_from_high_24h GE Q50(-2.00467),m15_ppo_hist_d3 GE Q80(0.0158154),pre_dd_from_high_24h GE Q50(-2.00467),True,0.8225253671247508,59.94077834179357,55.503144654088054,63.94904458598726,60.0,40.670859538784065,47.91044776119403,46.065808297567955,48.07692307692308,0.0698534633516446,0.25171239652553473,0.6725065788892323,0.6905934038870867
btc1_rsi_d3 GE Q70(2.76449) OR pre_dd_from_high_4h GE Q70(-0.582829),btc1_rsi_d3 GE Q70(2.76449),pre_dd_from_high_4h GE Q70(-0.582829),True,0.8215991464456469,49.830795262267344,50.943396226415096,52.86624203821656,55.00000000000001,51.257861635220124,52.08955223880597,54.506437768240346,50.52447552447552,0.23580152811133737,0.16728525113990433,0.5936049597867582,0.680195874782016
m15_ema20_50_spread_d1 GE Q90(0.0565935) OR h4_chop14 GE Q50(50.0109),m15_ema20_50_spread_d1 GE Q90(0.0565935),h4_chop14 GE Q50(50.0109),True,0.8203054417637824,56.76818950930627,55.76519916142557,57.5796178343949,58.026315789473685,42.9769392033543,43.582089552238806,43.06151645207439,49.3006993006993,0.23271199428711353,0.15893262019499566,0.645144255067014,0.8031389116914671
m15_adx_acc GE Q60(0.326347) OR m15_er10_d1 GE Q80(0.107262),m15_adx_acc GE Q60(0.326347),m15_er10_d1 GE Q80(0.107262),True,0.818615257164905,47.33502538071066,49.895178197064986,48.66242038216561,53.55263157894738,52.20125786163522,50.59701492537313,54.077253218884124,51.39860139860139,0.20397081936923162,0.24159863377833385,0.6810961853639087,0.5880965377665746
m15_kdj_spread GE Q70(1.90944) OR h4_macd_hist GE Q80(0.00320368),m15_kdj_spread GE Q70(1.90944),h4_macd_hist GE Q80(0.00320368),True,0.815879395119486,44.077834179357026,40.77568134171908,49.29936305732484,45.0,59.11949685534591,62.38805970149254,57.5107296137339,59.44055944055944,0.2282487927556497,0.16832960812857134,0.5630634138252962,0.5969117785587303
m15_er10_d3 GE Q90(0.216841) OR h4_chop14 GE Q50(50.0109),m15_er10_d3 GE Q90(0.216841),h4_chop14 GE Q50(50.0109),True,0.8155160099683282,55.16074450084603,53.56394129979035,56.43312101910828,57.631578947368425,43.920335429769395,47.01492537313433,47.63948497854077,52.09790209790209,0.12440135317535789,0.32096475166237654,0.6656671264277253,0.9365421388219729
m15_kdj_spread GE Q80(3.88) OR btc1_rsi_d3 GE Q70(2.76449),m15_kdj_spread GE Q80(3.88),btc1_rsi_d3 GE Q70(2.76449),True,0.8155125362628765,44.96615905245347,49.9475890985325,46.7515923566879,55.13157894736842,55.55555555555556,53.28358208955224,57.08154506437768,50.0,0.2739425232570183,0.25249531079259535,0.5273085593855925,0.9065271206836485
m15_adx_acc GE Q60(0.326347) OR m15_ppo_hist_d3 GE Q60(-0.00980363),m15_adx_acc GE Q60(0.326347),m15_ppo_hist_d3 GE Q60(-0.00980363),True,0.8149300500544111,62.055837563451774,63.15513626834382,64.20382165605095,65.65789473684211,38.469601677148844,36.11940298507463,40.05722460658083,38.98601398601399,0.04097690446708775,0.22361733245019966,1.1403315075294347,0.7309934637353398
m15_adx_acc GE Q60(0.326347) OR pre_dd_from_high_24h GE Q50(-2.00467),m15_adx_acc GE Q60(0.326347),pre_dd_from_high_24h GE Q50(-2.00467),True,0.8149164836663485,64.29780033840947,60.534591194968556,67.64331210191082,63.55263157894737,35.84905660377358,37.91044776119403,41.77396280400572,45.10489510489511,0.18535452822149082,0.03517945067905237,1.0329889933561751,0.7193762253077198
m15_ppo_hist_d3 GE Q50(-0.0211379) OR pre_dd_from_high_2h GE Q60(-0.585504),m15_ppo_hist_d3 GE Q50(-0.0211379),pre_dd_from_high_2h GE Q60(-0.585504),True,0.813138712931974,63.113367174280874,61.0062893081761,66.7515923566879,63.94736842105263,40.35639412997904,40.8955223880597,39.48497854077253,42.30769230769231,0.05912754780261705,0.4024661052411455,0.7532937793360127,0.6951895828718263
h4_donch_pos_d3 LE Q30(0.0363804) OR btc4_cmo_acc GE Q80(25.2725),h4_donch_pos_d3 LE Q30(0.0363804),btc4_cmo_acc GE Q80(25.2725),True,0.8096580347762365,44.54314720812182,40.61844863731656,48.02547770700637,47.10526315789474,57.23270440251572,66.11940298507463,55.793991416309005,61.18881118881119,0.18208836181839594,0.4390813890144706,0.5668404382566504,0.5579230629801497
m15_er10_d1 GE Q60(0.00984256) OR btc4_cmo_acc GE Q80(25.2725),m15_er10_d1 GE Q60(0.00984256),btc4_cmo_acc GE Q80(25.2725),True,0.8009675140997133,53.21489001692047,49.318658280922435,55.92356687898089,53.815789473684205,49.58071278825996,54.328358208955216,45.779685264663804,52.7972027972028,0.18255469027046886,0.3573778731278419,0.5746400291468529,0.564239286588036
h4_chop14 GE Q80(58.1804) OR pre_dd_from_high_24h GE Q50(-2.00467),h4_chop14 GE Q80(58.1804),pre_dd_from_high_24h GE Q50(-2.00467),True,0.8006743684030192,58.333333333333336,50.943396226415096,63.82165605095541,54.736842105263165,42.34800838574424,51.7910447761194,49.35622317596567,54.1958041958042,0.11012773675156451,0.14434416099261171,0.6146777140744933,0.7172173937972436
m15_kdj_spread GE Q80(3.88) OR pre_dd_from_high_2h GE Q60(-0.585504),m15_kdj_spread GE Q80(3.88),pre_dd_from_high_2h GE Q60(-0.585504),True,0.7999349055068812,48.51945854483925,44.339622641509436,52.35668789808917,48.81578947368421,55.45073375262054,59.55223880597015,54.220314735336196,59.265734265734274,0.20909537611162043,0.2770216905077483,0.5374077731287615,0.5140949423302624
m15_adx_acc GE Q60(0.326347) OR m15_chop14_acc LE Q10(-4.08654),m15_adx_acc GE Q60(0.326347),m15_chop14_acc LE Q10(-4.08654),True,0.7998078983480278,44.03553299492386,45.44025157232704,45.732484076433124,48.55263157894737,56.289308176100626,53.28358208955224,57.65379113018598,56.81818181818182,0.16447695348293648,0.10528266563810673,0.6858121757380194,0.6605862110797358
m15_adx_acc GE Q80(0.667864) OR pre_dd_from_high_2h GE Q60(-0.585504),m15_adx_acc GE Q80(0.667864),pre_dd_from_high_2h GE Q60(-0.585504),True,0.7991385788084621,50.888324873096444,47.48427672955975,53.75796178343949,51.973684210526315,50.524109014675055,55.07462686567164,54.93562231759657,57.34265734265735,0.11141029239287537,0.351474933973487,0.6494799853420233,0.6303355482087257
h4_donch_pos_d3 LE Q30(0.0363804) OR btc1_rsi_d3 GE Q70(2.76449),h4_donch_pos_d3 LE Q30(0.0363804),btc1_rsi_d3 GE Q70(2.76449),True,0.7989687275985393,51.90355329949239,56.289308176100626,52.48407643312102,61.973684210526315,46.75052410901468,49.55223880597015,50.64377682403433,41.60839160839161,0.17692564991492885,0.4598362387505749,0.6104326150110378,0.7869288315338463
