name,feature,family,side,q,threshold,stable_dev,score,disc_veto,cal_veto,disc_bad_removed,cal_bad_removed,disc_clean_preserved,cal_clean_preserved,disc_delayed_preserved,cal_delayed_preserved,disc_net24_imp,cal_net24_imp,disc_net72_imp,cal_net72_imp
h4_donch_pos_d1 GE Q80(0.162898),h4_donch_pos_d1,donch,GE,0.8,0.16289793953840254,False,0.7156156811923606,20.008460236886634,20.80712788259958,21.146496815286625,20.657894736842106,81.34171907756813,76.4179104477612,78.96995708154506,81.2937062937063,0.04190560987531494,-0.006951771919429861,0.06393908661763081,-0.051387221619591306
m15_er10_d1 LE Q10(-0.324963),m15_er10_d1,er10,LE,0.1,-0.324963414634149,False,0.7154891366342621,10.025380710659897,10.167714884696016,7.898089171974522,11.973684210526315,91.9287211740042,90.8955223880597,85.83690987124464,89.86013986013987,0.009632784543583794,0.04728142551000514,-0.135259978432136,-0.027403005383275225
h1_lower_wick LE Q10(0.0672381),h1_lower_wick,other,LE,0.1,0.06723809523810013,False,0.7153986846069611,10.025380710659897,10.377358490566039,10.828025477707007,9.078947368421053,89.41299790356393,89.70149253731343,90.98712446351931,87.58741258741259,-0.01493882834391154,-0.024446397456845737,-0.08777391724392203,-0.11918874794817613
h4_atr_pct_d3 LE Q40(-0.16894),h4_atr_pct_d3,atr,LE,0.4,-0.16894013631140942,False,0.7153873098065477,40.01692047377327,40.88050314465409,37.8343949044586,40.39473684210526,59.329140461215935,58.2089552238806,54.93562231759657,57.16783216783217,0.14768176434066826,-0.03418657705902084,0.2275015105444761,0.22834283658659582
m15_atr_pct_acc GE Q40(0.00249894),m15_atr_pct_acc,atr,GE,0.4,0.0024989423677909215,False,0.7150330948498704,59.98307952622673,63.41719077568134,62.29299363057324,65.65789473684211,41.299790356394126,35.223880597014926,40.2002861230329,40.20979020979021,0.026844410728267272,-0.08114952872465109,0.720402869319341,0.374247710751067
m15_atr_pct_d3 LE Q10(-0.0626933),m15_atr_pct_d3,atr,LE,0.1,-0.06269327553971449,False,0.7149728076930486,10.025380710659897,10.324947589098532,9.171974522292993,7.894736842105263,90.35639412997904,87.01492537313433,86.98140200286123,87.76223776223776,0.0857519301117861,-0.025474426808219874,0.036568135630060894,-0.08093018743884395
m15_rsi GE Q70(58.7982),m15_rsi,rsi,GE,0.7,58.79824508962822,False,0.7149677762783109,29.991539763113366,29.40251572327044,29.044585987261147,33.1578947368421,68.44863731656184,72.68656716417911,70.9585121602289,70.1048951048951,-0.04220005205984992,-0.027890576647645937,0.09396684662570676,0.0833392417479204
m15_bb_width_d1 LE Q20(-0.00203597),m15_bb_width_d1,bb_,LE,0.2,-0.0020359681382264,False,0.7149333047688993,20.008460236886634,24.58071278825996,20.636942675159236,24.342105263157894,80.60796645702307,74.92537313432835,76.96709585121603,72.72727272727273,0.07670538534162429,-0.007597079044935895,-0.010960694992129039,0.049671707044726454
m15_kdj_d GE Q90(66.2865),m15_kdj_d,kdj,GE,0.9,66.2864932513256,False,0.7148860177572651,10.025380710659897,11.477987421383649,9.29936305732484,13.552631578947368,90.14675052410901,91.7910447761194,88.55507868383404,86.18881118881119,-0.04231526594616901,0.07853530138727383,-0.1099561717944657,0.05096119676537736
h1_stoch_spread LE Q20(-8.13468),h1_stoch_spread,stoch,LE,0.2,-8.134679889923795,False,0.7148049331268947,20.008460236886634,17.71488469601677,21.656050955414013,16.842105263157894,80.81761006289308,80.44776119402985,80.11444921316166,84.79020979020979,-0.05704219360983952,0.024969681195092575,0.09982690635276104,-0.01350833664204576
h4_donch_pos LE Q20(0.253134),h4_donch_pos,donch,LE,0.2,0.25313362623166613,False,0.7146331088816616,20.008460236886634,26.781970649895175,19.23566878980892,25.263157894736842,78.0922431865828,71.34328358208955,81.97424892703863,75.87412587412588,0.054192446175739276,0.04771555690619922,-0.03879324020244812,-0.025867836195383243
pre_dd_from_high_48h GE Q60(-2.62102),pre_dd_from_high_48h,pre_,GE,0.6,-2.621019393079851,False,0.7146068215298103,40.01692047377327,30.398322851153043,42.4203821656051,35.6578947368421,59.11949685534591,74.6268656716418,67.0958512160229,73.25174825174825,-0.07622987293253604,0.11195557754780738,0.11169072026886562,0.3681838543530655
btc4_rvol20_d1 GE Q90(0.768667),btc4_rvol20_d1,btc,GE,0.9,0.7686668890739715,False,0.7143973252176,10.067681895093063,12.473794549266247,11.0828025477707,11.578947368421053,89.937106918239,85.82089552238806,90.41487839771102,90.20979020979021,-0.00860319690517175,-0.06477872612968583,-0.041697629073308984,-0.0830804336967017
btc4_kdj_k LE Q10(26.2112),btc4_kdj_k,btc,LE,0.1,26.211205691439844,False,0.7141857222179564,10.109983079526225,16.82389937106918,8.9171974522293,15.0,90.67085953878407,78.80597014925374,88.2689556509299,88.2867132867133,0.05645625522746077,0.03782395504572955,-0.09959373368662539,-0.12253487440730781
h1_stoch_spread_d1 LE Q20(-13.5695),h1_stoch_spread_d1,stoch,LE,0.2,-13.569513571073339,False,0.7141755378750044,20.008460236886634,18.29140461215933,18.471337579617835,17.894736842105264,81.44654088050315,84.17910447761194,75.82260371959943,79.8951048951049,0.03816465814668636,0.007351404224647862,-0.04877913620478036,0.017927748578280278
